pos_x,pos_y,orientation_z
0.0004138529974699,-8.0113751845218e-06,-1.6804047021986792e-05
0.0004691639655211,-1.3688842659072792e-05,-2.153385424522213e-05
0.0004691639655211,-1.3688842659072792e-05,-2.153385424522213e-05
0.0005225639212125,-1.3407569905539665e-05,-1.1928885553054944e-05
0.0005225639212125,-1.3407569905539665e-05,-1.1928885553054944e-05
0.0005778760380728,-1.8131839676531203e-05,-2.0533576991707933e-05
0.0005778760380728,-1.8131839676531203e-05,-2.0533576991707933e-05
0.000635083032862,-1.2601495311300308e-05,-1.1999978694111676e-05
0.000635083032862,-1.2601495311300308e-05,-1.1999978694111676e-05
0.0006875416002516,-2.2812422027564108e-05,-2.0886281587248395e-05
0.0006875416002516,-2.2812422027564108e-05,-2.0886281587248395e-05
0.0007437987786015,-2.3243086677801605e-05,-1.6758518203392287e-05
0.0007437987786015,-2.3243086677801605e-05,-1.6758518203392287e-05
0.0007962540975277,-2.582529505090218e-05,-2.0135899571950675e-05
0.0007962540975277,-2.582529505090218e-05,-2.0135899571950675e-05
0.0008534652245785,-3.0545982238918856e-05,-1.9139952664058488e-05
0.0008534652245785,-3.0545982238918856e-05,-1.9139952664058488e-05
0.000904013471468,-3.07460217527226e-05,-2.0821258721981155e-05
0.000904013471468,-3.07460217527226e-05,-2.0821258721981155e-05
0.0009612248530231,-3.3798170172976626e-05,-1.864209618689127e-05
0.0009612248530231,-3.3798170172976626e-05,-1.864209618689127e-05
0.001011772881766,-3.5428385773434065e-05,-2.0498154712690277e-05
0.001011772881766,-3.5428385773434065e-05,-2.0498154712690277e-05
0.0723128064378176,-0.0005518558720652,0.0003718366273926
0.2269989309457838,0.0018495819178295,0.0106049514618845
0.2269989309457838,0.0018495819178295,0.0106049514618845
0.5261384241764675,0.0046926949974132,0.0087973322289569
0.5261384241764675,0.0046926949974132,0.0087973322289569
0.8533397385765082,0.0081733097363927,0.0074904496008352
0.8533397385765082,0.0081733097363927,0.0074904496008352
1.1815007157785602,0.0128745945058904,0.0076612596241727
1.1815007157785602,0.0128745945058904,0.0076612596241727
1.5093085988574513,0.0192399769145493,0.0080185154552056
1.5093085988574513,0.0192399769145493,0.0080185154552056
1.8293550271173835,0.013588581029965,-0.0066891649636176
1.8293550271173835,0.013588581029965,-0.0066891649636176
2.154048797641871,0.0091223752699594,-0.0065461001906629
2.154048797641871,0.0091223752699594,-0.0065461001906629
2.481007292188312,0.0034985498663693,-0.0093306536360024
2.481007292188312,0.0034985498663693,-0.0093306536360024
2.808818459071683,-0.004219689132289,-0.0109856825873639
2.808818459071683,-0.004219689132289,-0.0109856825873639
3.136342034042521,-0.0131680173036704,-0.0121944198126248
3.136342034042521,-0.0131680173036704,-0.0121944198126248
3.464153260879202,-0.0215872024162756,-0.0121686939149649
3.464153260879202,-0.0215872024162756,-0.0121686939149649
3.7921422703100034,-0.0293775256193869,-0.0116032179551043
3.7921422703100034,-0.0293775256193869,-0.0116032179551043
4.120754316348163,-0.0362586439790688,-0.0107610594917685
4.120754316348163,-0.0362586439790688,-0.0107610594917685
4.4494558916714375,-0.0424123909945709,-0.0101309350146999
4.4494558916714375,-0.0424123909945709,-0.0101309350146999
4.777815316031647,-0.0489049466779875,-0.0112354386962877
4.777815316031647,-0.0489049466779875,-0.0112354386962877
5.106203040731855,-0.0572172561857877,-0.0119038513054793
5.106203040731855,-0.0572172561857877,-0.0119038513054793
5.417877562499779,-0.0080285035036912,0.0648788156258392
5.417877562499779,-0.0080285035036912,0.0648788156258392
5.659903744003271,0.1913897839206191,0.2686428221513356
5.659903744003271,0.1913897839206191,0.2686428221513356
5.804948197860705,0.4681562265534804,0.4557078714727387
5.804948197860705,0.4681562265534804,0.4557078714727387
5.829537875365066,0.7837535229340475,0.6254694767811098
5.752423181677459,1.026168995662247,0.7409907551334298
5.752423181677459,1.026168995662247,0.7409907551334298
5.559505058829948,1.2731351594804297,0.8693355892513442
5.559505058829948,1.2731351594804297,0.8693355892513442
5.278805707329377,1.4195897272133664,0.9511710052566212
5.278805707329377,1.4195897272133664,0.9511710052566212
4.967463875304906,1.4457921205998858,0.992720158787667
4.967463875304906,1.4457921205998858,0.992720158787667
4.650549300750078,1.519377439825225,0.992713426613058
4.650549300750078,1.519377439825225,0.992713426613058
4.331279561165904,1.5986759278474885,0.9927328657670098
4.331279561165904,1.5986759278474885,0.9927328657670098
4.013391787556765,1.6782868962687263,0.9928748261719686
4.013391787556765,1.6782868962687263,0.9928748261719686
3.693442899285514,1.7601038896841794,0.9928697480826736
3.693442899285514,1.7601038896841794,0.9928697480826736
3.372857388245276,1.8265130869235675,0.9952855534151472
3.372857388245276,1.8265130869235675,0.9952855534151472
3.077715021808288,1.7272101279269916,0.9955353740315608
3.077715021808288,1.7272101279269916,0.9955353740315608
2.7784563817054524,1.603546671632191,0.987810151240983
2.7784563817054524,1.603546671632191,0.987810151240983
2.46541333687892,1.505385977847704,0.9884369638705336
2.46541333687892,1.505385977847704,0.9884369638705336
2.155801890509651,1.4081940030237303,0.9883762994834662
2.155801890509651,1.4081940030237303,0.9883762994834662
1.8622951374335277,1.4252602172867128,0.9998880745991248
1.8622951374335277,1.4252602172867128,0.9998880745991248
1.555994849451214,1.4759508572997224,0.999190223797936
1.555994849451214,1.4759508572997224,0.999190223797936
1.2298299822156054,1.5039884611591656,0.9990885915012098
1.2298299822156054,1.5039884611591656,0.9990885915012098
0.9125803768766616,1.55793230535239,0.9963850212080296
0.9125803768766616,1.55793230535239,0.9963850212080296
0.6963223105906898,1.7516137245400774,0.9610189020319336
0.6963223105906898,1.7516137245400774,0.9610189020319336
0.5747331065672239,2.0151679658633763,0.8838759771716034
0.5747331065672239,2.0151679658633763,0.8838759771716034
0.5658663930388587,2.306577884126644,0.7741712880085609
0.5658663930388587,2.306577884126644,0.7741712880085609
0.6430338806140862,2.5296799676505817,0.6640917584065947
0.6430338806140862,2.5296799676505817,0.6640917584065947
0.8307975527229166,2.7488101567268544,0.5006992393199202
0.8307975527229166,2.7488101567268544,0.5006992393199202
1.0921510923024902,2.8728855320336746,0.3181614379938017
1.0921510923024902,2.8728855320336746,0.3181614379938017
1.3802381676668478,2.8839749849312977,0.1191338577334748
1.3802381676668478,2.8839749849312977,0.1191338577334748
