pos_x,pos_y,orientation_z
2.7739265,4.691627,1.0121458
2.5219085,4.732694,1.0107641
2.5219085,4.732694,1.0107641
2.3066251,4.7932305,1.0159452
2.112061,4.8631673,1.018455
1.9584033,4.865454,1.0143149
1.7402962,4.9719033,1.0185205
1.5701021,4.990231,1.0156139
1.5701021,4.990231,1.0156139
1.4152333,5.0482874,1.011515
1.1677208,5.093318,1.0094334
1.0152938,5.133659,1.021209
0.7643761,5.152189,0.99769324
0.6771889,5.198725,1.0216109
0.6771889,5.198725,1.0216109
0.4995754,5.259345,0.99972445
0.35784948,5.429498,0.93985087
0.3582095,5.4256825,0.9080272
0.3690162,5.8054566,0.8474639
0.4246028,5.926694,0.7653591
0.4246028,5.926694,0.7653591
0.4582502,6.070991,0.67776364
0.66702664,6.2753367,0.5504016
0.69805366,6.35356,0.4685151
0.95876366,6.497396,0.11634076
1.1468884,6.470552,0.11851922
1.1923116,6.494369,0.036524214
1.4393431,6.442274,-0.0028938185
1.5124252,6.364994,-0.07930058
1.5124252,6.364994,-0.07930058
1.6717577,6.264084,-0.15508607
1.8555533,6.225467,0.010101026
2.0309193,6.1689563,0.15645894
2.232014,6.113679,-0.2693507
2.465849,6.1296315,0.02881782
2.465849,6.1296315,0.02881782
2.5202932,6.167904,0.10808322
2.754668,6.3666487,0.28694397
2.8002987,6.41498,0.31650975
3.0490947,6.584447,0.332969
3.1974938,6.6620617,0.31785834
3.1974938,6.6620617,0.31785834
3.3377073,6.743415,0.29311094
3.5567741,6.714346,0.12377156
3.6634538,6.6659193,0.113333136
3.897917,6.5677676,0.0016000457
3.9534748,6.423028,-0.20877366
3.9534748,6.423028,-0.20877366
4.1362243,6.3304973,-0.22782435
4.334568,6.230607,-0.24724078
4.4022226,6.207136,-0.21973556
4.710602,6.1759815,-0.052975737
4.8282065,6.1935325,-0.06965438
4.8282065,6.1935325,-0.06965438
4.8973145,6.2728114,-0.00018777326
5.1150756,6.500455,0.23420233
5.1900215,6.5064554,0.24360791
5.482934,6.61433,0.1797171
5.643014,6.5925055,0.106604934
5.643014,6.5925055,0.106604934
5.8786745,6.6153474,-0.0098182615
6.0523443,6.439228,-0.22183315
6.1135736,6.3422537,-0.29407525
6.245857,6.1340055,-0.4780844
6.2830706,5.9619374,-0.58140165
6.2830706,5.9619374,-0.58140165
6.2830706,5.9619374,-0.58140165
6.2965274,5.9757333,-0.5368207
6.2187476,5.667553,-0.7393176
6.2131968,5.517794,-0.75201255
6.2131968,5.517794,-0.75201255
6.2266774,5.381021,-0.7444333
6.2322793,5.1748114,-0.738035
6.213227,4.972826,-0.7459433
6.195961,4.788963,-0.7494099
6.198515,4.608185,-0.7474349
6.198515,4.608185,-0.7474349
6.1519833,4.384019,-0.74860376
6.06894,4.0595913,-0.82493293
6.0122137,3.9601994,-0.84845847
5.9011316,3.7027345,-0.8514177
5.80475,3.5522258,-0.85405415
5.80475,3.5522258,-0.85405415
5.746925,3.3530214,-0.8545556
5.5569243,3.1486125,-0.9006326
5.5804305,3.0509486,-0.89899033
5.29306,2.9576476,-0.9815638
5.130523,3.0019262,-1.0062433
5.130523,3.0019262,-1.0062433
4.9366927,3.0154414,-1.0200546
4.7043242,3.0639198,-1.0209106
4.600574,2.9880204,-1.0141014
4.3061986,2.9488685,-1.0107685
4.076662,2.911089,-1.0009271
4.076662,2.911089,-1.0009271
3.9643483,2.8918655,-0.9961459
3.733837,3.007034,-1.0033064
3.6654506,3.000517,-0.99462205
3.5255082,3.2548215,-0.9678424
3.359116,3.3392477,-0.97484577
3.359116,3.3392477,-0.97484577
3.2054536,3.383329,-0.9756631
2.9663815,3.5223749,-0.9773611
2.8496203,3.6021056,-0.98351115
2.625585,3.702417,-0.98678386
2.4093428,3.7807157,-0.9910875
2.4093428,3.7807157,-0.9910875
2.2935762,3.933622,-0.97096074
2.1325758,4.1248627,-0.92156684
2.1826475,4.2470226,-0.88976425
2.1826475,4.2470226,-0.88976425
2.132513,4.3794303,-0.81473756
2.1693552,4.616437,-0.7157672
2.2325585,4.617462,-0.6961405
2.2712533,4.879886,-0.56370836
2.3927953,4.903121,-0.438598
2.3927953,4.903121,-0.438598
2.5485332,4.9651046,-0.3637718
2.871127,5.046179,-0.19053924
2.9005458,5.0392084,-0.10477338
3.191501,4.931722,0.049809083
3.2570796,4.8697057,0.17379257
3.2570796,4.8697057,0.17379257
3.4459145,4.761475,0.25120094
3.6102557,4.6231275,0.39922112
3.6779144,4.550584,0.39295065
3.8550375,4.3450737,0.3960052
3.948855,4.20491,0.41661936
3.948855,4.20491,0.41661936
4.0852933,4.0740128,0.41329017
4.2219195,3.8583887,0.42684227
4.231024,3.8217158,0.4619755
4.2774425,3.529169,0.59199363
4.265315,3.40271,0.62658143
4.265315,3.40271,0.62658143
4.2595973,3.21108,0.6508956
4.2893295,2.967921,0.6719788
4.333938,2.7767093,0.67792124
4.42454,2.594017,0.68422353
4.448213,2.4097593,0.6729807
4.448213,2.4097593,0.6729807
4.4669456,2.2134092,0.67300576
4.488767,1.940424,0.66130364
4.4599195,1.8935472,0.6573379
4.714783,1.6707402,0.5551251
4.8536396,1.5210493,0.49915677
4.8536396,1.5210493,0.49915677
4.9236193,1.4158835,0.4793896
5.0684247,1.2523639,0.433728
5.148092,1.0958141,0.5069779
5.148092,1.0958141,0.5069779
5.1976705,0.96168,0.5742007
5.1787624,0.6716182,0.7319414
5.1898885,0.55547833,0.76857525
5.09467,0.32342264,0.8603328
4.8746214,0.16504335,0.9126768
4.8746214,0.16504335,0.9126768
4.8151927,0.12825413,0.9361034
4.6098447,0.066689715,0.9887168
4.4122972,0.13626684,-0.99212307
4.229455,0.21976542,1.0425643
4.067745,0.24371214,1.0383581
4.067745,0.24371214,1.0383581
3.867666,0.25098133,1.0416378
3.6758628,0.28247118,1.0415286
3.5099306,0.28713164,1.0375693
3.279047,0.28724673,1.0228385
3.0209985,0.22977728,1.0399209
3.0209985,0.22977728,1.0399209
2.96039,0.103009105,1.0148977
2.7116761,-0.12243305,0.9810694
2.6979122,-0.14830743,0.9654222
2.6192544,-0.17885318,0.96210116
2.4695861,-0.23955834,0.9303594
2.4695861,-0.23955834,0.9303594
2.4068236,-0.22338906,0.88808215
2.2054086,-0.2559185,0.8474031
2.2168264,-0.26130086,0.82906526
2.2176597,-0.26042318,0.8287232
2.2171202,-0.2589316,0.82826823
2.2171202,-0.2589316,0.82826823
2.2119048,-0.2443594,0.82596326
2.1984665,-0.22706234,0.8239828
2.1715622,-0.2121697,0.8216915
2.187597,-0.09065132,0.7839413
2.3231275,0.015489858,0.7487497
2.3231275,0.015489858,0.7487497
2.3446121,0.07323231,0.70419717
2.3446121,0.07323231,0.70419717
2.396772,0.27846554,0.59039074
2.440312,0.47975978,0.5544336
2.440312,0.47975978,0.5544336
2.3041675,0.5670314,0.4777993
2.237189,0.71311295,0.37107402
2.1103485,0.81756324,0.35449392
1.9545815,0.9119261,0.33167872
1.7838352,1.0012479,0.28654853
1.7838352,1.0012479,0.28654853
1.6676825,1.0854967,0.2486895
1.4012417,1.2155765,-0.05158163
1.4279777,1.2988431,0.06135249
1.2364525,1.2852414,-0.11545526
1.0710146,1.3349555,-0.2719796
1.0710146,1.3349555,-0.2719796
0.841966,1.3049965,-0.36256707
0.6714567,1.1761762,-0.3499357
0.5556171,1.1230127,-0.3648057
0.33754417,0.903796,-0.3607202
0.23711967,0.8165752,-0.17066473
0.23711967,0.8165752,-0.17066473
0.040304936,0.6232626,-0.08075705
-0.08254067,0.5918743,-0.0785248
-0.13442561,0.57207996,-0.08283317
-0.168161,0.5567036,-0.08833828
-0.14920229,0.5652492,-0.08337566
-0.14920229,0.5652492,-0.08337566
-0.0861026,0.58388263,-0.08062133
0.08413942,0.6089117,0.020648764
0.10570742,0.5885705,-0.10741868
0.39450824,0.89436924,-0.30107188
0.4458276,1.1259887,-0.4074398
0.4458276,1.1259887,-0.4074398
0.48991132,1.2642516,-0.5265578
0.52479887,1.5302116,-0.6676094
0.5055515,1.5468688,-0.71672606
0.43958437,1.8153776,-0.7861084
0.30238125,1.931192,-0.83358514
0.30238125,1.931192,-0.83358514
0.2500468,2.0681002,-0.8462365
0.1673594,2.1820877,-0.85257727
0.049393423,2.372833,-0.8549945
0.049393423,2.372833,-0.8549945
0.0012291148,2.618549,-0.8895861
-0.018638603,2.909714,-0.7979554
0.021505233,2.876653,-0.7537762
0.068826295,3.0594685,-0.6039491
0.1957207,3.293927,-0.56108874
0.1957207,3.293927,-0.56108874
0.2593865,3.4473164,-0.55126816
0.3306231,3.6334984,-0.54096884
0.4086329,3.7452912,-0.5339099
0.4860083,4.0353694,-0.55659467
0.54622906,4.31243,-0.63180155
0.54622906,4.31243,-0.63180155
0.5590588,4.4229417,-0.7132525
0.5424063,4.6195893,-0.7209563
0.5192829,4.851544,0.20076823
0.53812355,5.0487328,0.73031145
0.572504,5.2219696,-0.5597897
0.572504,5.2219696,-0.5597897
0.54181635,5.427363,-0.53486377
0.4904476,5.6223693,-0.49172077
0.49454248,5.8290224,-0.7030382
0.51083493,5.9337773,-0.68786746
0.6896125,6.1310773,-0.5456153
0.6896125,6.1310773,-0.5456153
0.82642084,6.314109,-0.43310693
1.02169,6.3784585,-0.32015625
1.1625613,6.396258,-0.26235226
1.3095454,6.3565235,-0.08695949
1.4971815,6.3194237,0.011498937
1.4971815,6.3194237,0.011498937
1.5438794,6.321934,0.026684767
1.7579832,6.175234,0.08920781
1.917876,6.160274,0.16689436
2.1020975,6.085366,0.17280746
2.2238595,6.077542,0.09539446
2.2238595,6.077542,0.09539446
2.4794197,6.127179,0.053540967
2.7821507,6.2975073,0.07352664
2.8672972,6.326892,0.20807059
2.8672972,6.326892,0.20807059
3.000735,6.407702,0.20718522
3.1822073,6.4903874,0.21470413
3.3949256,6.533087,-0.12184365
3.489,6.499314,0.042187445
3.706362,6.423476,0.07241592
3.706362,6.423476,0.07241592
3.799114,6.3330784,0.19961071
3.9865048,6.195757,0.2751065
4.1310015,6.12589,0.28643915
4.3386574,5.992384,0.27800858
4.564965,5.9280443,0.2795554
4.564965,5.9280443,0.2795554
4.649072,5.9251876,0.2410315
4.8744884,5.837118,0.05589953
5.011673,5.882234,0.047174007
5.1910334,5.9147615,0.119695604
5.361249,5.776651,0.22434205
5.361249,5.776651,0.22434205
5.4987416,5.614056,-0.21512711
5.571517,5.3206363,0.4979998
5.595257,5.3135056,0.48125613
5.586515,5.063732,0.66684735
5.5686088,4.884929,0.7039546
5.5686088,4.884929,0.7039546
5.583144,4.7185974,0.70980304
5.579334,4.435919,0.70868343
5.6155486,4.390588,0.7029207
5.569877,4.118488,-0.71350205
5.609361,3.9373705,0.40917397
5.609361,3.9373705,0.40917397
5.6277866,3.7856708,-0.7263255
5.637063,3.6438744,-0.7147747
5.6135855,3.4208682,-0.7402477
5.5729437,3.2283494,-0.73208874
5.5957055,2.932644,0.40691164
5.5957055,2.932644,0.40691164
5.5475097,2.6753035,0.6425683
5.5195675,2.3785915,0.72064584
5.5195675,2.3785915,0.72064584
5.504812,2.2436876,-0.4994698
5.504812,2.2436876,-0.4994698
5.492267,2.0456064,0.22943717
5.497931,1.875391,0.72621506
5.4333596,1.7825617,0.77946734
5.300958,1.5796696,0.86382675
5.189998,1.5499142,0.9099563
5.189998,1.5499142,0.9099563
5.0169077,1.3591807,0.9650208
4.7538285,1.3690515,1.0203979
4.778655,1.3411872,0.9841022
4.490435,1.3953489,1.0394995
4.3922033,1.4833264,1.0265305
4.3922033,1.4833264,1.0265305
4.2245946,1.5808421,1.017569
4.0522413,1.6745828,1.0211334
3.9253168,1.7190733,1.0260487
3.7098067,1.8327532,1.0224528
3.4933207,1.8851254,1.0124478
3.4933207,1.8851254,1.0124478
3.2002764,1.8033345,0.8339555
3.031006,1.7975072,0.6038043
2.982981,1.7718081,1.0314753
2.789306,1.6896251,1.0406358
2.5817735,1.6054256,1.0340513
2.5817735,1.6054256,1.0340513
2.3766186,1.529774,1.029152
2.1320508,1.453436,1.0281849
1.9757025,1.3733577,1.0060899
1.7148513,1.3123933,1.0271827
1.5415274,1.4333069,1.0254247
1.5415274,1.4333069,1.0254247
1.436052,1.3930166,1.0323074
1.2355176,1.5975574,1.0002904
1.1637605,1.6289135,0.9958227
1.073806,1.7952757,0.937612
1.0812298,1.9174321,0.8487341
1.0812298,1.9174321,0.8487341
1.1035135,2.1612275,0.7786703
1.1172776,2.390578,0.67770964
1.2635423,2.526947,0.59072167
1.2635423,2.526947,0.59072167
1.2438822,2.5746977,0.48314255
1.5005574,2.7437365,0.37487406
1.4963214,2.7813241,0.26394853
1.9082143,2.8061702,0.18104452
1.9713873,2.7507155,0.036094435
1.9713873,2.7507155,0.036094435
2.141643,2.6415613,-0.051941134
2.2872376,2.530763,-0.1940464
2.3404896,2.4826877,-0.2470901
2.5279393,2.312247,-0.25056258
2.740842,2.3113754,-0.17077117
2.740842,2.3113754,-0.17077117
2.8932953,2.2482922,-0.06503002
3.1938148,2.4314682,0.14919344
3.245406,2.4862828,0.18433455
3.5497687,2.5912008,0.1789006
3.7684574,2.5412414,0.188889
3.7684574,2.5412414,0.188889
3.9475522,2.5820796,0.16091359
4.165617,2.6578937,0.16459116
4.295804,2.6195948,0.17932352
4.440153,2.8059804,0.3366294
4.535803,2.9338481,0.46430504
4.535803,2.9338481,0.46430504
4.55606,3.114649,0.5116021
4.571679,3.4557464,0.62583
4.5033617,3.48213,0.71872526
4.46144,3.7801273,0.7965254
4.2978363,3.9076464,0.8849742
4.2978363,3.9076464,0.8849742
4.126152,3.996599,0.9425768
3.876835,4.099334,0.98103863
3.8338563,4.165882,0.992341
3.5423794,4.0852337,1.0094491
3.3407454,4.009286,1.004341
3.3407454,4.009286,1.004341
3.2440474,3.9700336,1.0003228
3.0326793,3.7378147,0.9764542
2.9058645,3.6661952,0.96887296
2.9058645,3.6661952,0.96887296
2.7623124,3.5965753,0.9757691
2.6100833,3.5279481,0.9714557
2.486332,3.449531,0.98135847
2.2956927,3.3507073,0.981584
2.092329,3.2437472,0.98582464
2.092329,3.2437472,0.98582464
1.9939909,3.1529589,0.98726064
1.7737882,2.9696913,1.0162636
1.7960244,2.9474387,1.0306827
1.3392171,3.045661,1.0279087
1.2596881,3.115647,1.0250223
1.2596881,3.115647,1.0250223
1.1590766,3.2313888,0.99228984
1.0517713,3.4992225,0.9434238
1.0365536,3.4835534,0.915885
0.9919616,3.796881,0.8156408
0.94673234,3.9916012,0.79935586
0.94673234,3.9916012,0.79935586
0.8986191,4.1720853,0.79622054
0.8222361,4.37472,0.7870397
0.774897,4.5378985,0.7959833
0.7085917,4.751691,0.79491675
0.6706056,4.932538,0.80069226
0.6706056,4.932538,0.80069226
0.6323028,5.0975423,0.7898969
0.6412817,5.249888,0.8016587
0.6479807,5.4216423,0.80059767
0.61312836,5.6217756,0.8099977
0.60093296,5.802357,0.79646033
0.60093296,5.802357,0.79646033
0.6180555,5.964652,0.7353203
0.7367374,6.1495953,0.62509674
0.86248595,6.232921,0.5408225
1.0258396,6.381983,0.39906108
1.1916881,6.432213,0.30089933
1.1916881,6.432213,0.30089933
1.291814,6.4277377,0.17496885
1.5589926,6.363911,0.021540953
1.6345471,6.34998,0.013207035
1.6345471,6.34998,0.013207035
1.6345471,6.34998,0.013207035
1.7795049,6.2966714,-0.035286285
1.961449,6.268874,-0.057722844
2.1693225,6.2283006,-0.058215905
2.375161,6.191208,-0.06882707
2.487285,6.1730294,-0.16044652
2.487285,6.1730294,-0.16044652
2.632487,6.0531826,-0.040904883
2.8262532,5.939054,-0.23107657
2.979977,5.8301024,-0.24238268
3.2165346,5.684653,-0.24084623
3.3469503,5.6096277,-0.23705265
3.3469503,5.6096277,-0.23705265
3.5448081,5.5144515,-0.23665497
3.7893426,5.3406534,-0.25262514
3.8238506,5.2926297,-0.26659587
4.053545,5.153564,-0.3626635
4.118294,5.033964,-0.4048026
4.118294,5.033964,-0.4048026
4.2152762,4.9281397,-0.41111654
4.4186087,4.7230725,-0.35795859
4.5118237,4.738748,-0.33152184
4.748094,4.6830115,0.13123274
4.966427,4.700888,0.07655169
4.966427,4.700888,0.07655169
5.0339174,4.715627,0.08149801
5.215382,4.8171115,0.30112287
5.2817087,4.812995,0.37353
5.4046736,5.0922155,0.46476835
5.470524,5.328757,0.5941918
5.470524,5.328757,0.5941918
5.4544206,5.440364,0.66664374
5.374438,5.752979,0.78142035
5.328845,5.728562,0.8360335
5.1525087,5.96148,0.92352515
4.985324,6.049355,0.9592646
4.985324,6.049355,0.9592646
4.813794,6.100428,1.0129976
4.512686,6.0941978,1.0107377
4.49142,6.0360403,1.0295672
4.158964,5.965947,1.0150176
4.0028634,5.867382,1.0082699
3.9554105,5.8391786,1.0035087
3.8446248,5.826186,1.0032991
3.7696571,5.7979097,1.0000728
3.7696571,5.7979097,1.0000728
3.725161,5.777809,0.99764293
3.7238295,5.7479224,0.99063593
3.7482407,5.7294817,0.98621494
3.740128,5.745945,0.986015
3.7645953,5.7766614,0.98296005
3.7645953,5.7766614,0.98296005
3.8342376,5.830901,0.9813319
3.9084165,5.868417,0.9955264
3.919801,5.8734508,-0.96234834
4.156283,5.985825,1.0233244
4.299987,5.9870524,1.0223515
4.299987,5.9870524,1.0223515
4.512202,6.037725,1.007014
4.721358,5.983186,0.96835905
4.814084,5.969336,0.93922776
4.9783735,5.829784,0.878221
5.1443586,5.7322717,0.7841579
5.1443586,5.7322717,0.7841579
5.1845117,5.4610023,0.71632016
5.211555,5.2022243,0.5764086
5.1576314,5.1583095,0.52872896
5.1019816,4.9674754,0.40443942
4.9594107,4.881602,0.30279037
4.9594107,4.881602,0.30279037
4.8360596,4.7113786,0.23579049
4.6112804,4.6484585,0.22253892
4.5102696,4.611177,0.20267746
4.24715,4.553294,0.31447095
4.168137,4.5018263,0.4343593
4.168137,4.5018263,0.4343593
3.9442449,4.3991723,0.5279081
3.8051941,4.247424,0.63919127
3.7553608,4.1784735,0.6604913
3.672549,3.9490836,0.7676955
3.7657394,3.7219212,0.736965
3.7349863,3.6654873,0.73681027
3.8070226,3.4538305,0.62744224
3.8161993,3.2157052,0.53292567
3.8161993,3.2157052,0.53292567
3.8958726,3.0744624,0.5220974
3.6268232,2.817254,0.2866905
3.7165537,2.8437493,0.3223093
3.4399445,2.648176,0.07580972
3.1873918,2.6433465,-0.0070095025
3.1873918,2.6433465,-0.0070095025
3.053108,2.593797,-0.034727253
2.7129395,2.6131482,-0.1367964
2.7165456,2.5498466,-0.18269238
2.4187927,2.665093,-0.39128503
2.3188193,2.7888463,-0.4747544
2.3188193,2.7888463,-0.4747544
2.274153,2.967456,-0.5347158
2.1386664,3.159744,-0.5428688
2.0966604,3.2676666,-0.5400743
2.0257318,3.4533844,-0.5397924
1.9318916,3.7028432,-0.54629445
1.9318916,3.7028432,-0.54629445
1.8182623,3.891881,-0.5352061
1.7656194,4.0649924,-0.54465586
1.6895181,4.192345,-0.54397875
1.5915556,4.383314,-0.54586434
1.500593,4.5790486,-0.5526324
1.500593,4.5790486,-0.5526324
1.4494208,4.7275105,-0.5575022
1.3720607,4.8806534,-0.56922686
1.3677508,4.9291925,-0.5355428
1.2521152,5.2296953,-0.48218495
1.2598993,5.4718323,-0.33483404
1.2598993,5.4718323,-0.33483404
1.2415245,5.619711,-0.28512377
1.0634598,5.769746,-0.09384276
0.953834,5.837025,-0.055490367
0.7286422,5.863328,0.08003411
0.7286422,5.863328,0.08003411
0.47599405,5.8601127,0.23369119
0.42828664,5.8277297,0.30797303
0.19376579,5.7690206,0.4800195
0.04379785,5.6304564,0.57655567
0.04379785,5.6304564,0.57655567
-0.06962792,5.546212,0.69132817
-0.13112158,5.3156657,0.78189707
-0.15901923,5.2511544,0.840701
-0.09547081,5.071062,0.8494804
-0.056133658,4.882537,0.8466204
-0.056133658,4.882537,0.8466204
-0.003913693,4.662172,0.83811826
0.05094957,4.508818,0.8336639
0.096546486,4.3555694,0.82760555
0.11942318,4.150148,0.82871157
0.21814477,3.9403234,0.83149403
0.21814477,3.9403234,0.83149403
0.32202166,3.757497,0.8375806
0.4470708,3.4904556,0.7569489
0.4539134,3.382656,0.7019775
0.5287164,3.1286852,0.6251254
0.49787855,2.9471514,0.63102186
0.49787855,2.9471514,0.63102186
0.44426578,2.7534952,0.6325371
0.3641981,2.5606158,0.63250047
0.30804682,2.3785014,0.6322214
0.234139,2.1619742,0.62874913
0.19002852,1.9625448,0.6351259
0.19002852,1.9625448,0.6351259
0.14626956,1.762773,0.6386705
0.10264158,1.5714624,0.646864
0.059224706,1.4022863,0.64864004
0.002951473,1.2042011,0.681786
-0.019764788,1.1205212,0.77041966
-0.019764788,1.1205212,0.77041966
-0.08229921,0.91737306,0.82116157
-0.014130607,0.69602317,0.92131454
-0.008945219,0.6350322,0.9515599
0.11187302,0.38742027,0.98792034
0.29880518,0.18947552,1.0096507
0.34006238,0.17964236,1.0112735
0.5657975,0.20106249,0.99252695
0.7049004,0.23105985,0.9591687
0.7049004,0.23105985,0.9591687
0.87950903,0.2691969,0.9929245
1.0366784,0.3262167,1.002377
1.2718245,0.3908805,1.0069165
1.4763049,0.4478294,1.0062858
1.5796978,0.49191684,1.0039771
1.5796978,0.49191684,1.0039771
1.7927619,0.5589218,1.0118017
2.1745622,0.63289756,-1.0344366
2.301509,0.6644642,0.006555939
2.4834054,0.67218083,0.84593225
2.6806087,0.7434701,0.99392074
2.6806087,0.7434701,0.99392074
2.924827,0.79146594,0.8542159
3.0860956,0.78925085,1.0294638
3.2006514,0.80696815,1.03268
3.4880075,0.82068586,1.0510948
3.6757374,0.8647574,1.0489752
3.6757374,0.8647574,1.0489752
3.8472936,0.89048976,1.0470642
4.04259,1.0174516,1.0324643
4.174594,0.96043783,1.0320934
4.353637,0.9160605,1.0385227
4.4930043,0.8974845,1.0285786
4.4930043,0.8974845,1.0285786
4.7097454,0.8584753,1.0241789
4.9687705,0.7633035,1.0282592
4.9734693,0.6669063,1.0291911
5.265632,0.59846973,1.004064
5.323273,0.6406357,0.9989863
