sec,pos_x,pos_y,orientation_z
410,0.0006344945060609025,-8.35109488839628e-05,-6.600424906212218e-05
410,0.0006344945060609025,-8.35109488839628e-05,-6.600424906212218e-05
410,0.0006344945060609025,-8.35109488839628e-05,-6.600424906212218e-05
410,0.0006440316585757045,-8.612555238016546e-05,-6.761732192751156e-05
410,0.0006440316585757045,-8.612555238016546e-05,-6.761732192751156e-05
410,0.0006440316585757045,-8.612555238016546e-05,-6.761732192751156e-05
410,0.000664989822389958,-8.561054739490808e-05,-5.929229144398389e-05
410,0.000664989822389958,-8.561054739490808e-05,-5.929229144398389e-05
410,0.000664989822389958,-8.561054739490808e-05,-5.929229144398389e-05
410,0.0006697822571825913,-8.587117767838553e-05,-6.350051106700199e-05
410,0.0006697822571825913,-8.587117767838553e-05,-6.350051106700199e-05
410,0.0006697822571825913,-8.587117767838553e-05,-6.350051106700199e-05
410,0.0006802566625415979,-7.84613521367855e-05,-5.7974027913923876e-05
410,0.0006802566625415979,-7.84613521367855e-05,-5.7974027913923876e-05
410,0.0006802566625415979,-7.84613521367855e-05,-5.7974027913923876e-05
410,0.0006907533671727281,-9.06113528611685e-05,-6.737864544283928e-05
410,0.0006907533671727281,-9.06113528611685e-05,-6.737864544283928e-05
410,0.0006907533671727281,-9.06113528611685e-05,-6.737864544283928e-05
410,0.0007002908392737572,-8.560246913627479e-05,-6.668473818410174e-05
410,0.0007002908392737572,-8.560246913627479e-05,-6.668473818410174e-05
410,0.0007002908392737572,-8.560246913627479e-05,-6.668473818410174e-05
410,0.0007098239507153418,-8.487734082069452e-05,-6.45698440056813e-05
410,0.0007098239507153418,-8.487734082069452e-05,-6.45698440056813e-05
410,0.0007098239507153418,-8.487734082069452e-05,-6.45698440056813e-05
410,0.000720320893256806,-8.964201189098893e-05,-6.787898092858007e-05
410,0.000720320893256806,-8.964201189098893e-05,-6.787898092858007e-05
410,0.000720320893256806,-8.964201189098893e-05,-6.787898092858007e-05
410,0.0007327142353477922,-8.86758374037165e-05,-6.686148184655359e-05
410,0.0007327142353477922,-8.86758374037165e-05,-6.686148184655359e-05
410,0.0007327142353477922,-8.86758374037165e-05,-6.686148184655359e-05
410,0.0007432068166395943,-8.795623382380827e-05,-6.483415760051933e-05
410,0.0007432068166395943,-8.795623382380827e-05,-6.483415760051933e-05
410,0.0007432068166395943,-8.795623382380827e-05,-6.483415760051933e-05
410,0.0007536976684335091,-9.009372232289034e-05,-6.635939161523748e-05
410,0.0007536976684335091,-9.009372232289034e-05,-6.635939161523748e-05
410,0.0007536976684335091,-9.009372232289034e-05,-6.635939161523748e-05
410,0.000766086213866809,-8.816945689596216e-05,-6.155691585627494e-05
410,0.000766086213866809,-8.816945689596216e-05,-6.155691585627494e-05
410,0.000766086213866809,-8.816945689596216e-05,-6.155691585627494e-05
410,0.0007784881002109845,-8.673589995542109e-05,-6.205588099695584e-05
410,0.0007784881002109845,-8.673589995542109e-05,-6.205588099695584e-05
410,0.0007784881002109845,-8.673589995542109e-05,-6.205588099695584e-05
410,0.0007889710094105372,-8.91031675581826e-05,-6.272859297542928e-05
410,0.0007889710094105372,-8.91031675581826e-05,-6.272859297542928e-05
410,0.0007889710094105372,-8.91031675581826e-05,-6.272859297542928e-05
410,0.0008004213352729989,-9.315214225102852e-05,-6.510191350077314e-05
410,0.0008004213352729989,-9.315214225102852e-05,-6.510191350077314e-05
410,0.0008004213352729989,-9.315214225102852e-05,-6.510191350077314e-05
410,0.0008099539078793614,-8.909101494098472e-05,-6.626675168766493e-05
410,0.0008099539078793614,-8.909101494098472e-05,-6.626675168766493e-05
410,0.0008099539078793614,-8.909101494098472e-05,-6.626675168766493e-05
410,0.0008185373829357944,-8.90855766283694e-05,-6.533711399094704e-05
410,0.0008185373829357944,-8.90855766283694e-05,-6.533711399094704e-05
410,0.0008185373829357944,-8.90855766283694e-05,-6.533711399094704e-05
410,0.0008299860772593628,-9.360930160604896e-05,-6.687097150734727e-05
410,0.0008299860772593628,-9.360930160604896e-05,-6.687097150734727e-05
410,0.0008299860772593628,-9.360930160604896e-05,-6.687097150734727e-05
410,0.0008414261336585169,-9.169121521128877e-05,-6.610657730575698e-05
410,0.0008414261336585169,-9.169121521128877e-05,-6.610657730575698e-05
410,0.0008414261336585169,-9.169121521128877e-05,-6.610657730575698e-05
410,0.0008500120146906011,-9.216483051875744e-05,-6.51778569953818e-05
410,0.0008500120146906011,-9.216483051875744e-05,-6.51778569953818e-05
410,0.0008500120146906011,-9.216483051875744e-05,-6.51778569953818e-05
410,0.0008614558772210938,-9.453920400688525e-05,-6.67017283706839e-05
410,0.0008614558772210938,-9.453920400688525e-05,-6.67017283706839e-05
410,0.0008614558772210938,-9.453920400688525e-05,-6.67017283706839e-05
410,0.0008747994524780724,-9.213924172740763e-05,-6.214981855471867e-05
410,0.0008747994524780724,-9.213924172740763e-05,-6.214981855471867e-05
410,0.0008747994524780724,-9.213924172740763e-05,-6.214981855471867e-05
411,0.0008862478328224959,-9.213598426943698e-05,-6.215154687998626e-05
411,0.0008862478328224959,-9.213598426943698e-05,-6.215154687998626e-05
411,0.0008862478328224959,-9.213598426943698e-05,-6.215154687998626e-05
411,0.000898636349907924,-9.64060487548983e-05,-6.510532452217593e-05
411,0.000898636349907924,-9.64060487548983e-05,-6.510532452217593e-05
411,0.000898636349907924,-9.64060487548983e-05,-6.510532452217593e-05
411,0.0009091353395545321,-9.497854158042841e-05,-6.408690385060655e-05
411,0.0009091353395545321,-9.497854158042841e-05,-6.408690385060655e-05
411,0.0009091353395545321,-9.497854158042841e-05,-6.408690385060655e-05
411,0.0009158025926259668,-9.37737273387891e-05,-6.585391223173693e-05
411,0.0009158025926259668,-9.37737273387891e-05,-6.585391223173693e-05
411,0.0009158025926259668,-9.37737273387891e-05,-6.585391223173693e-05
411,0.0009282047379721238,-9.44846480346185e-05,-6.543307326296432e-05
411,0.0009282047379721238,-9.44846480346185e-05,-6.543307326296432e-05
411,0.0009282047379721238,-9.44846480346185e-05,-6.543307326296432e-05
411,0.0009386979902040466,-9.805416273257432e-05,-6.729866633014463e-05
411,0.0009386979902040466,-9.805416273257432e-05,-6.729866633014463e-05
411,0.0009386979902040466,-9.805416273257432e-05,-6.729866633014463e-05
411,0.0009491846990772489,-9.661356624671788e-05,-6.678793441793373e-05
411,0.0009491846990772489,-9.661356624671788e-05,-6.678793441793373e-05
411,0.0009491846990772489,-9.661356624671788e-05,-6.678793441793373e-05
411,0.0009577706162342076,-9.613424157642145e-05,-6.61959483743515e-05
411,0.0009577706162342076,-9.613424157642145e-05,-6.61959483743515e-05
411,0.0009577706162342076,-9.613424157642145e-05,-6.61959483743515e-05
411,0.0009701677036118981,-9.874572826076738e-05,-6.687833092549715e-05
411,0.0009701677036118981,-9.874572826076738e-05,-6.687833092549715e-05
411,0.0009701677036118981,-9.874572826076738e-05,-6.687833092549715e-05
411,0.0009835111613979372,-9.682213001684229e-05,-6.258182427037853e-05
411,0.0009835111613979372,-9.682213001684229e-05,-6.258182427037853e-05
411,0.0009835111613979372,-9.682213001684229e-05,-6.258182427037853e-05
411,0.000994959205612644,-9.610378043838036e-05,-6.342305699681549e-05
411,0.000994959205612644,-9.610378043838036e-05,-6.342305699681549e-05
411,0.000994959205612644,-9.610378043838036e-05,-6.342305699681549e-05
411,0.0010063953800025984,-9.966118271768665e-05,-6.46033427562093e-05
411,0.0010063953800025984,-9.966118271768665e-05,-6.46033427562093e-05
411,0.0010063953800025984,-9.966118271768665e-05,-6.46033427562093e-05
411,0.0010168937061562603,-9.99006807091975e-05,-6.47727217682657e-05
411,0.0010168937061562603,-9.99006807091975e-05,-6.47727217682657e-05
411,0.0010168937061562603,-9.99006807091975e-05,-6.47727217682657e-05
411,0.001025468566358897,-9.869483725927909e-05,-6.687724514703144e-05
411,0.001025468566358897,-9.869483725927909e-05,-6.687724514703144e-05
411,0.001025468566358897,-9.869483725927909e-05,-6.687724514703144e-05
411,0.001035011031625818,-9.964739094524389e-05,-6.636856492141431e-05
411,0.001035011031625818,-9.964739094524389e-05,-6.636856492141431e-05
411,0.001035011031625818,-9.964739094524389e-05,-6.636856492141431e-05
411,0.0010455024743331017,-0.00010273848774309586,-6.71410586366619e-05
411,0.0010455024743331017,-0.00010273848774309586,-6.71410586366619e-05
411,0.0010455024743331017,-0.00010273848774309586,-6.71410586366619e-05
411,0.0010569433308782585,-0.0001012977434146269,-6.64603191359226e-05
411,0.0010569433308782585,-0.0001012977434146269,-6.64603191359226e-05
411,0.0010569433308782585,-0.0001012977434146269,-6.64603191359226e-05
411,0.0010674379862343243,-0.00010224806279240324,-6.570313125223096e-05
411,0.0010674379862343243,-0.00010224806279240324,-6.570313125223096e-05
411,0.0010674379862343243,-0.00010224806279240324,-6.570313125223096e-05
411,0.0010760187386973344,-0.00010295445649781675,-6.680146634066467e-05
411,0.0010760187386973344,-0.00010295445649781675,-6.680146634066467e-05
411,0.0010760187386973344,-0.00010295445649781675,-6.680146634066467e-05
411,0.0010912697323543124,-0.00010079150847348167,-6.090342263715698e-05
411,0.0010912697323543124,-0.00010079150847348167,-6.090342263715698e-05
411,0.0010912697323543124,-0.00010079150847348167,-6.090342263715698e-05
411,0.0011008101033853678,-9.959762846159855e-05,-6.165897748074854e-05
411,0.0011008101033853678,-9.959762846159855e-05,-6.165897748074854e-05
411,0.0011008101033853678,-9.959762846159855e-05,-6.165897748074854e-05
411,0.0011122465276809878,-0.00010291705247953248,-6.275467733155311e-05
411,0.0011122465276809878,-0.00010291705247953248,-6.275467733155311e-05
411,0.0011122465276809878,-0.00010291705247953248,-6.275467733155311e-05
411,0.0011122465276809878,-0.00010291705247953248,-6.275467733155311e-05
411,0.0011122465276809878,-0.00010291705247953248,-6.275467733155311e-05
411,0.0011122465276809878,-0.00010291705247953248,-6.275467733155311e-05
411,0.0011246523129076812,-0.00010363185269729215,-6.250268671691621e-05
411,0.0011246523129076812,-0.00010363185269729215,-6.250268671691621e-05
411,0.0011246523129076812,-0.00010363185269729215,-6.250268671691621e-05
411,0.0011322740449028008,-0.00010266548829388052,-6.553418771672217e-05
411,0.0011322740449028008,-0.00010266548829388052,-6.553418771672217e-05
411,0.0011322740449028008,-0.00010266548829388052,-6.553418771672217e-05
411,0.0011418152411294472,-0.00010290195552810304,-6.409986639554942e-05
411,0.0011418152411294472,-0.00010290195552810304,-6.409986639554942e-05
411,0.0011418152411294472,-0.00010290195552810304,-6.409986639554942e-05
411,0.0011523080449685284,-0.00010599450307155078,-6.546037888230278e-05
411,0.0011523080449685284,-0.00010599450307155078,-6.546037888230278e-05
411,0.0011523080449685284,-0.00010599450307155078,-6.546037888230278e-05
411,0.0011608877734189437,-0.00010527033762419862,-6.503344972931374e-05
411,0.0011608877734189437,-0.00010527033762419862,-6.503344972931374e-05
411,0.0011608877734189437,-0.00010527033762419862,-6.503344972931374e-05
411,0.0011751956298177847,-0.00010526347433900185,-6.452841845991157e-05
411,0.0011751956298177847,-0.00010526347433900185,-6.452841845991157e-05
411,0.0011751956298177847,-0.00010526347433900185,-6.452841845991157e-05
411,0.0011828241153937432,-0.00010668675435926265,-6.537625172840809e-05
411,0.0011828241153937432,-0.00010668675435926265,-6.537625172840809e-05
411,0.0011828241153937432,-0.00010668675435926265,-6.537625172840809e-05
411,0.0011971209054121186,-0.00010428564990592149,-5.9476133142959695e-05
411,0.0011971209054121186,-0.00010428564990592149,-5.9476133142959695e-05
411,0.0011971209054121186,-0.00010428564990592149,-5.9476133142959695e-05
412,0.001209523453929927,-0.00010404402183628122,-6.12443248478167e-05
412,0.001209523453929927,-0.00010404402183628122,-6.12443248478167e-05
412,0.001209523453929927,-0.00010404402183628122,-6.12443248478167e-05
412,0.0012228666077531833,-0.00010902919360474445,-6.420043339893072e-05
412,0.0012228666077531833,-0.00010902919360474445,-6.420043339893072e-05
