sec,linear_x,linear_y,angular_z
1436,1.9884248971939087,-0.16745120286941528,1.2553447484970093
1436,1.8968887329101562,-0.03371701017022133,1.1448767185211182
1436,2.041032075881958,0.05927500128746033,-0.2467033714056015
1436,2.022007942199707,-0.13140487670898438,0.15311861038208008
1436,1.9665343761444092,0.07303249835968018,-0.6572304964065552
1436,1.892829418182373,-0.2757743299007416,-1.3006168603897095
1436,1.7033305168151855,-0.3251304626464844,-2.52948260307312
1436,2.0032923221588135,-0.320928692817688,-1.146234393119812
1437,2.0258874893188477,0.06773854792118073,-0.03956355154514313
1437,1.8396364450454712,0.282905250787735,1.9893587827682495
1437,1.6934080123901367,0.38489335775375366,2.8144943714141846
1437,1.6700098514556885,0.3482709527015686,1.8438674211502075
1437,1.933335781097412,0.022495988756418228,0.8728473782539368
1437,2.0311241149902344,0.04404103383421898,-0.04455309733748436
1437,1.8605413436889648,-0.24768386781215668,-1.0489461421966553
1437,1.7773746252059937,-0.3322485387325287,-2.680478811264038
1437,1.6728196144104004,-0.5222342014312744,-2.0451064109802246
1437,1.9487098455429077,0.06702592968940735,-0.47018951177597046
1438,1.9011993408203125,-0.08168021589517593,0.06541678309440613
1438,1.9872668981552124,0.026335464790463448,-0.24717320501804352
1438,1.8913174867630005,-0.01005396619439125,0.2932000756263733
1438,1.9958127737045288,0.01477112341672182,-0.2502870261669159
1438,1.8906813859939575,0.025806395336985588,0.2393634170293808
1438,1.9529134035110474,-0.034656282514333725,-0.29738208651542664
1438,1.8437906503677368,-0.30731767416000366,-1.4822649955749512
1438,1.586827039718628,-0.3555283546447754,-1.0470423698425293
1438,1.9439688920974731,0.04562215507030487,0.20192617177963257
1438,1.8845688104629517,-0.10832694172859192,-0.07100926339626312
1439,1.9402183294296265,0.10768145322799683,-0.008433869108557701
1439,1.9395222663879395,-0.016034064814448357,-0.09366975724697113
1439,1.9254721403121948,0.030511513352394104,0.033652760088443756
1439,1.9304410219192505,-0.05538133531808853,-0.06627976894378662
1439,1.9303510189056396,0.0750524029135704,0.03344833478331566
1439,1.8970599174499512,-0.08007737994194031,-0.016475316137075424
1439,1.940552830696106,0.10578189790248871,-0.019040899351239204
1439,1.9481925964355469,-0.08763344585895538,-0.24912519752979279
1439,1.9928020238876343,0.1039988249540329,0.1918150633573532
1439,1.9552356004714966,-0.12981051206588745,-0.10092298686504364
1440,1.993060827255249,0.10613042116165161,0.043402299284935
1440,1.9683279991149902,-0.10982812196016312,0.15177935361862183
1440,1.9843627214431763,0.10584186017513275,-0.005215762183070183
1440,1.9494593143463135,-0.07857093214988708,-0.006540738046169281
1440,1.988464117050171,0.07688118517398834,-0.09249717742204666
1440,1.9468472003936768,-0.05680704861879349,0.060962993651628494
1440,1.9931896924972534,0.04656633734703064,-0.036365337669849396
1440,1.9080618619918823,0.0030586039647459984,-0.012452062219381332
1440,1.9711718559265137,-0.002663389081135392,-0.09100358188152313
1440,1.9245446920394897,0.03414025157690048,0.0296942126005888
1441,1.980597734451294,-0.04506073147058487,-0.06551926583051682
1441,1.931527853012085,0.07648991793394089,-0.029033970087766647
1441,1.9159674644470215,-0.11120699346065521,0.010413884185254574
1441,1.9487565755844116,0.1056828498840332,-0.06282909959554672
1441,1.961176872253418,-0.10046716779470444,-0.2756384611129761
1441,1.9729242324829102,0.08839624375104904,0.0711517408490181
1441,1.9627375602722168,-0.11199092864990234,-0.017545828595757484
1441,1.9526973962783813,0.11311731487512589,0.004381250590085983
1441,1.9694397449493408,-0.09072095155715942,-0.057567182928323746
1441,1.9831616878509521,0.10483704507350922,-0.007978172972798347
1442,1.9879913330078125,-0.10231681913137436,-0.005117183551192284
1442,1.9354192018508911,0.17315739393234253,0.4197385013103485
1442,1.7183231115341187,0.3667427599430084,2.428481101989746
1442,1.8136109113693237,0.2750026285648346,-0.13780735433101654
1442,2.0072314739227295,-0.1562318354845047,-0.04637947678565979
1442,1.9759732484817505,0.08280742913484573,-0.161553293466568
1442,1.842512607574463,0.16227418184280396,1.30243980884552
1442,1.7489612102508545,0.5442361235618591,2.4714016914367676
1442,1.7235472202301025,0.4418288469314575,1.5407947301864624
1442,2.03332257270813,0.0009716047788970172,-0.17010195553302765
1443,1.9653866291046143,0.008496791124343872,0.13413169980049133
1443,1.6418066024780273,-0.3308166563510895,-1.8990716934204102
1443,1.7979201078414917,-0.4783456325531006,-2.539484739303589
1443,1.9744900465011597,0.026280058547854424,-0.4389599859714508
1443,1.8710235357284546,0.10136374831199646,0.07200202345848083
1443,1.9666372537612915,-0.08258660137653351,0.07644908130168915
1443,1.9366875886917114,0.07581952214241028,-0.04626041650772095
1443,1.9401793479919434,0.10438627749681473,1.0478712320327759
1443,1.6859314441680908,0.4972390830516815,2.5599160194396973
1443,1.7771319150924683,0.35508424043655396,2.5370805263519287
1444,1.9585083723068237,0.05414164438843727,-0.1559951901435852
1444,1.9536809921264648,-0.15627609193325043,0.007658276706933975
1444,1.995136022567749,0.07075465470552444,-0.1976337432861328
1444,2.0100507736206055,-0.16917085647583008,-0.6835582852363586
1444,1.72362220287323,-0.374301552772522,-2.8601431846618652
1444,1.9223507642745972,-0.029359260573983192,-0.3057119846343994
1444,1.3815181255340576,0.5626788139343262,2.820505142211914
1444,1.7158945798873901,0.275567889213562,1.5426712036132812
1444,1.822296142578125,-0.16267850995063782,-0.5706008076667786
1444,1.6581647396087646,0.33104678988456726,2.374204635620117
1445,1.8285531997680664,0.42891842126846313,2.513533592224121
1445,1.6737593412399292,0.6166037917137146,1.5198566913604736
1445,2.057208776473999,0.295463502407074,1.969253420829773
1445,1.8383816480636597,0.3246109187602997,2.442962646484375
1445,1.9648158550262451,-0.07822801917791367,0.06268735975027084
1445,1.7378307580947876,0.41704055666923523,1.8166937828063965
1445,1.7644004821777344,0.4069503843784332,2.651303291320801
1445,1.7740168571472168,0.4374920129776001,2.3888301849365234
1445,1.7358241081237793,0.43876010179519653,2.4559669494628906
1445,1.6919680833816528,0.4545746445655823,2.1859829425811768
1445,1.828673243522644,0.2865917682647705,2.0109918117523193
1446,1.983318567276001,0.1234392523765564,0.010164476931095123
1446,1.9503637552261353,-0.06959948688745499,0.11510743945837021
1446,1.9933050870895386,0.09299906343221664,-0.15871216356754303
1446,1.9113677740097046,-0.2627927362918854,-0.7353997230529785
1446,1.8363051414489746,-0.22950047254562378,-1.5777149200439453
1446,1.7375091314315796,-0.45341289043426514,-1.9916189908981323
1446,2.020763397216797,0.024186614900827408,-0.36951693892478943
1446,1.9006561040878296,-0.021613575518131256,-0.1026291772723198
1446,2.0329010486602783,0.01408371888101101,-0.2867647707462311
1446,1.9018112421035767,0.03685741871595383,0.10838629305362701
1447,2.0006356239318848,-0.03545435145497322,-0.1864936798810959
1447,1.9161978960037231,0.07149606943130493,0.01008044183254242
1447,1.9876084327697754,-0.058145444840192795,-0.13957011699676514
1447,1.9347755908966064,0.08899232000112534,-0.05293554812669754
1447,1.9378021955490112,-0.11248741298913956,0.1403108388185501
1447,1.9834102392196655,0.08019208908081055,-0.10063357651233673
1447,1.9615299701690674,-0.06580954790115356,0.052588291466236115
1447,1.9925634860992432,0.06894732266664505,-0.19235336780548096
1447,1.9746026992797852,-0.07568417489528656,0.36017441749572754
1447,1.9375561475753784,0.11791111528873444,0.2140704244375229
1448,1.8507524728775024,0.13507193326950073,0.5480990409851074
1448,2.0251364707946777,0.08566576987504959,-0.06271547079086304
1448,1.9488998651504517,-0.037634436041116714,0.09743797034025192
1448,2.0386054515838623,0.03137180954217911,-0.10698870569467545
1448,1.8277788162231445,0.2983725965023041,2.078547716140747
1448,1.7618590593338013,0.32581549882888794,3.0817737579345703
1448,1.6954309940338135,0.5382202863693237,1.544500470161438
1448,1.8953166007995605,-0.11852414906024933,-0.216190367937088
1448,1.9941599369049072,0.04134160280227661,0.0992797464132309
1448,1.81111478805542,-0.2209014594554901,-0.8339362740516663
1449,1.8450665473937988,-0.3679330050945282,-2.514425039291382
1449,1.9774471521377563,-0.02030802331864834,-0.4975430369377136
1449,1.9542165994644165,0.03682435676455498,0.11720053851604462
1449,1.9783127307891846,0.0015212571015581489,0.11247564107179642
1449,1.9926599264144897,0.051555659621953964,0.17114150524139404
1449,1.9627493619918823,-0.0650930255651474,0.05335354804992676
1449,1.9623886346817017,0.07892901450395584,-0.13424617052078247
1449,1.6951804161071777,-0.33776238560676575,-1.258607029914856
1449,1.7530901432037354,-0.480472207069397,-2.7324891090393066
1449,2.034557342529297,-0.08702804893255234,-0.2676660716533661
1450,1.9180996417999268,0.0888025239109993,-0.26393237709999084
1450,2.0228464603424072,-0.07557849586009979,0.26584169268608093
1450,1.9418694972991943,0.05954509228467941,-0.21852797269821167
1450,2.0261576175689697,-0.06859475374221802,0.20171041786670685
1450,1.6887646913528442,-0.2912309467792511,-2.0543017387390137
1450,1.7742958068847656,-0.5455033183097839,-2.839137077331543
1450,1.760369896888733,-0.39956286549568176,-2.507925510406494
1450,1.7620186805725098,-0.42306917905807495,-1.866693139076233
1450,1.9884926080703735,0.15667639672756195,-0.13402430713176727
1450,1.9724339246749878,-0.006134055554866791,-0.20114262402057648
1451,1.947940707206726,-0.005879007279872894,-0.10407280921936035
1451,1.8366987705230713,-0.2636338472366333,-1.8310338258743286
1451,1.7268187999725342,-0.3445456326007843,-1.5255241394042969
1451,1.9143074750900269,0.03456719219684601,-0.07943962514400482
1451,2.0032668113708496,-0.06081826239824295,0.11500737071037292
1451,1.9348878860473633,0.04993700608611107,-0.34647151827812195
1451,1.8011040687561035,-0.32392236590385437,-2.1845972537994385
1451,1.7549257278442383,-0.36697596311569214,-2.8831870555877686
1451,1.9434486627578735,-0.13315516710281372,-0.5629847049713135
1451,1.9479562044143677,0.09615458548069,0.0431482158601284
1452,2.020562171936035,-0.10247649997472763,0.08895821124315262
1452,1.8919447660446167,0.25974997878074646,0.8792175054550171
1452,1.7869083881378174,0.3235013782978058,2.8506019115448
1452,1.8937041759490967,0.033986322581768036,0.0378195159137249
1452,2.078101396560669,-0.12721887230873108,-0.1383162885904312
1452,1.8993065357208252,0.04845040291547775,-0.2197592705488205
1452,2.0450732707977295,-0.06547784805297852,0.25131264328956604
1452,1.9609978199005127,0.04204025864601135,-0.23442573845386505
1452,1.90608811378479,-0.2980292737483978,-0.980284571647644
1452,1.8739012479782104,-0.149770587682724,-0.8959165811538696
1453,1.9812865257263184,-0.013256195932626724,-0.14034110307693481
1453,1.9415026903152466,-0.00773389358073473,0.20920826494693756
1453,2.0230677127838135,-0.002330367686226964,-0.0462491549551487
1453,1.9942576885223389,-0.019817175343632698,0.113615483045578
1453,1.9901013374328613,0.032334670424461365,-0.11905863136053085
1453,2.0092082023620605,-0.04546245187520981,0.2074216902256012
1453,1.9371577501296997,0.045989539474248886,-0.2300240695476532
1453,2.0210366249084473,-0.05077522248029709,0.21061669290065765
1453,1.9134825468063354,0.05258775129914284,-0.24429908394813538
1453,1.9161441326141357,0.11954537034034729,1.1990445852279663
1454,1.7495943307876587,0.5069512128829956,2.406588315963745
1454,1.9396569728851318,-0.14286085963249207,0.18915747106075287
1454,1.951962947845459,0.054635871201753616,-0.1595776081085205
1454,1.994343876838684,-0.09488244354724884,0.012888400815427303
1454,1.8566678762435913,-0.10164723545312881,-0.8293235898017883
1454,1.72028648853302,-0.4689615070819855,-2.268838882446289
1454,1.6565645933151245,-0.4151657223701477,-2.706912040710449
1454,1.823305606842041,-0.027297373861074448,-0.4202847480773926
1454,1.9212464094161987,-0.07208050042390823,-0.046134307980537415
1454,1.9834250211715698,-0.000289887742837891,0.48472100496292114
1455,1.9941413402557373,0.14705218374729156,0.9104857444763184
1455,1.6100189685821533,0.4532208740711212,2.2680561542510986
1455,1.9687950611114502,-0.0022381646558642387,0.11609186977148056
1455,1.9251867532730103,0.05496068298816681,-0.09578071534633636
1455,2.0166268348693848,-0.07337762415409088,0.1021413654088974
1455,1.9357690811157227,0.05918041989207268,-0.1388516128063202
1455,1.9562203884124756,0.00176241563167423,0.7437387108802795
1455,1.8864326477050781,0.05623399466276169,-0.2744458019733429
1455,2.0262367725372314,-0.01256505772471428,0.06337769329547882
1455,1.9230809211730957,0.06599488109350204,-0.14716799557209015
1455,2.037932872772217,-0.049910273402929306,0.1773216426372528
1456,1.905737042427063,0.1361217498779297,0.48449116945266724
1456,1.8724285364151,0.20540566742420197,2.197547674179077
1456,1.7935198545455933,0.2664991021156311,1.161694049835205
1456,2.076916217803955,-0.12002996355295181,-0.03732326999306679
1456,1.8981431722640991,-0.00590291153639555,-0.3901929557323456
1456,2.0178582668304443,-0.0036789446603506804,0.34840208292007446
1456,1.8960751295089722,-0.028709424659609795,-0.33302390575408936
1456,1.992742896080017,0.00796995498239994,0.256190687417984
1456,1.9074846506118774,-0.04503960534930229,-0.2782663404941559
1456,1.8647210597991943,0.1280178427696228,0.5869696736335754
1457,1.8976284265518188,0.30406272411346436,1.8773223161697388
1457,1.9867770671844482,0.029155530035495758,0.2575472593307495
1457,1.9318549633026123,-0.10097882151603699,-0.09033661335706711
1457,1.749055027961731,0.28258129954338074,1.0597171783447266
1457,1.925324559211731,0.25724321603775024,1.8077056407928467
1457,1.6768587827682495,0.3654283285140991,2.698610544204712
1457,1.7676512002944946,0.3028404712677002,2.503216505050659
1457,1.9086015224456787,0.046437010169029236,-0.21955300867557526
1457,2.006840229034424,-0.0552268847823143,0.08271995931863785
1457,1.9419022798538208,0.07754798978567123,-0.18026334047317505
1458,2.013154983520508,-0.045574527233839035,0.1049223318696022
1458,1.8398140668869019,0.40139278769493103,1.5278446674346924
1458,1.6561689376831055,0.45875823497772217,2.4495251178741455
1458,1.6702146530151367,0.47264543175697327,2.133423328399658
1458,2.0782454013824463,0.06843007355928421,0.06364759057760239
1458,1.956491470336914,-0.016696155071258545,-1.1088447570800781
1458,1.92470121383667,0.004492062143981457,0.5720876455307007
1458,1.9022443294525146,-0.10044508427381516,-0.19920019805431366
1458,1.9854302406311035,0.042412642389535904,0.06302984803915024
1458,1.9431639909744263,-0.07009576261043549,-0.41984182596206665
1459,1.8633766174316406,-0.2506669759750366,-1.524052619934082
1459,1.6720366477966309,-0.3833625018596649,-2.733665704727173
1459,1.9261666536331177,-0.15586526691913605,-0.9705973863601685
1459,1.9074935913085938,-0.08528362959623337,-0.01718738116323948
1459,1.75830078125,0.27789121866226196,1.1562206745147705
1459,1.8013547658920288,0.3957935571670532,2.532134771347046
1459,1.6384057998657227,0.4676429033279419,2.492100477218628
1459,1.7969026565551758,0.38593631982803345,1.7942880392074585
1459,1.9269638061523438,0.11408299952745438,0.26683562994003296
1459,2.0073814392089844,-0.056409802287817,-0.012263999320566654
1460,1.9338479042053223,0.1350311040878296,-0.011103176511824131
1460,1.9028422832489014,-0.2601902186870575,-0.9686766266822815
1460,1.7050105333328247,-0.3509138524532318,-2.45681095123291
1460,1.7984271049499512,-0.2378629446029663,-0.9052905440330505
1460,1.9819427728652954,0.10007929056882858,-0.03522295877337456
1460,1.9948279857635498,-0.07687000185251236,0.03181254118680954
1460,1.9984558820724487,0.06093500927090645,-0.05598752945661545
1460,2.0010476112365723,-0.05740422382950783,-0.056361157447099686
1460,2.0014610290527344,0.035501446574926376,0.035345133394002914
1460,1.9007065296173096,0.044850535690784454,0.47849154472351074
1461,1.8571009635925293,0.32869550585746765,1.8784370422363281
1461,1.6806433200836182,0.4135696589946747,2.1252479553222656
1461,1.9700582027435303,-0.029182594269514084,0.43716543912887573
1461,1.9442903995513916,0.020999126136302948,-0.27543026208877563
1461,2.0194361209869385,-0.01886056922376156,0.2768484950065613
1461,1.9294602870941162,0.032195646315813065,-0.3832464814186096
1461,2.0235581398010254,-0.041029803454875946,0.3078596889972687
1461,1.8646209239959717,0.21936935186386108,0.6578758955001831
1461,1.728241205215454,0.3676976263523102,2.683840274810791
1461,1.7232029438018799,0.533523678779602,2.1447434425354004
1462,1.7452869415283203,0.32581308484077454,2.6615006923675537
1462,1.7180331945419312,0.44916218519210815,1.6973129510879517
1462,2.028287649154663,-0.13484716415405273,-0.40892285108566284
1462,1.9751346111297607,0.055921465158462524,-0.012974138371646404
1462,1.999804139137268,-0.11658960580825806,0.03296902775764465
1462,1.930187702178955,0.04085886850953102,-0.3056882619857788
1462,1.7027751207351685,-0.4189358949661255,-2.0485596656799316
1462,1.6737631559371948,-0.39458605647087097,-2.6363139152526855
1462,1.7489936351776123,-0.33032917976379395,-1.177054524421692
1462,2.089299440383911,0.08070284128189087,0.2253827005624771
1463,1.9791228771209717,-0.026836227625608444,0.03385676071047783
1463,1.9715561866760254,0.06407781690359116,0.5581127405166626
1463,1.6654466390609741,0.3705587685108185,2.044721841812134
1463,1.993032455444336,-0.02738942578434944,0.3587356209754944
1463,1.9280250072479248,0.025908267125487328,-0.23826077580451965
1463,1.9952113628387451,-0.07122989743947983,0.07079014927148819
1463,1.9305720329284668,0.0595896877348423,-0.16442276537418365
1463,2.004143476486206,-0.058435846120119095,0.14100590348243713
1463,1.6560273170471191,0.4695190489292145,2.1101505756378174
1463,1.7950289249420166,0.35848331451416016,1.6870973110198975
1464,1.9913007020950317,0.17652790248394012,0.15059243142604828
1464,2.034904956817627,-0.0004554208426270634,0.39500367641448975
1464,1.9694260358810425,0.041080180555582047,-0.3514840304851532
1464,2.024376392364502,-0.018996471539139748,0.3438203036785126
1464,1.9730446338653564,0.02265414595603943,-0.1372574269771576
1464,2.0040435791015625,0.010148419067263603,0.2933257222175598
1464,1.9968914985656738,0.010400214232504368,-0.09213084727525711
1464,2.002612829208374,0.0304946918040514,0.10689599066972733
1464,2.0378077030181885,-0.008558901026844978,-0.01568380557000637
1464,1.9812389612197876,0.03429960459470749,-0.02996429055929184
1465,2.0474014282226562,-0.01740466058254242,0.05598415806889534
1465,1.9497100114822388,0.036998264491558075,-0.2239588350057602
1465,2.0413200855255127,-0.020634396001696587,0.10665291547775269
1465,1.9174115657806396,0.028329068794846535,-0.32340845465660095
1465,2.0315053462982178,-0.04276782646775246,0.37258341908454895
1465,1.9190268516540527,0.03500901535153389,-0.3785829544067383
1465,1.9290260076522827,0.13604064285755157,0.9747050404548645
1465,1.697986364364624,0.41066354513168335,1.899972677230835
1465,2.014899730682373,-0.08041703701019287,0.2829420268535614
1465,1.9147347211837769,0.03875075653195381,-0.19072769582271576
1465,2.039790630340576,-0.055545512586832047,0.18661998212337494
1466,1.7544682025909424,-0.025434041395783424,-0.9044567346572876
1466,2.0163562297821045,-0.20147483050823212,-0.7752752304077148
1466,1.9093903303146362,0.06001480668783188,-0.5863313674926758
1466,2.058298349380493,-0.15312762558460236,0.026712454855442047
1466,1.969773769378662,0.08032998442649841,-0.27088966965675354
1466,1.9977123737335205,-0.0536455363035202,0.14201010763645172
1466,1.8772605657577515,-0.07881820201873779,-0.5487056970596313
1466,1.90871000289917,-0.18304415047168732,-0.37298694252967834
1466,1.9529922008514404,0.006782794836908579,0.09695620089769363
1466,1.9662593603134155,0.010192248970270157,0.25031280517578125
1467,1.8916187286376953,-0.02984604984521866,-0.0072241974994540215
1467,1.8884944915771484,0.10610661655664444,-0.26226091384887695
1467,1.6932697296142578,-0.3503713309764862,-2.0247645378112793
1467,1.7064213752746582,-0.46583065390586853,-2.7353522777557373
1467,1.7215790748596191,-0.41113540530204773,-1.8709890842437744
1467,1.8662985563278198,0.14707349240779877,0.04364839941263199
1467,2.049133777618408,-0.06781193614006042,-0.029039176180958748
1467,1.8998671770095825,0.09851962327957153,0.0602017305791378
1467,2.0347673892974854,-0.07069399952888489,0.04345262050628662
1467,1.9215604066848755,0.08979086577892303,-0.05778535455465317
1468,2.018052101135254,-0.0986253023147583,-0.01778739131987095
1468,1.9408886432647705,0.09095972031354904,-0.07430362701416016
1468,1.9986361265182495,-0.07398981600999832,-0.11803483217954636
1468,1.9639078378677368,0.06363559514284134,-0.10000598430633545
1468,1.9725483655929565,-0.051093436777591705,-0.08122152090072632
1468,1.9507611989974976,-0.022280924022197723,-0.0431579053401947
1468,1.9733614921569824,-0.00804137997329235,-0.06592589616775513
1468,1.9713044166564941,-0.036780115216970444,0.050012823194265366
1468,1.9341552257537842,0.04377653822302818,0.06227206438779831
1468,1.982305645942688,-0.059223443269729614,0.05498000979423523
1469,1.8280164003372192,0.1937161237001419,0.7927464842796326
1469,1.73863685131073,0.4346757233142853,2.161344051361084
1469,1.7872313261032104,0.24470828473567963,0.08955753594636917
1469,1.9139211177825928,0.05660751461982727,-0.261374831199646
1469,1.9230413436889648,0.022565163671970367,-0.060448192059993744
1469,1.9791628122329712,-0.08024862408638,0.12918132543563843
1469,1.9250411987304688,0.05711081251502037,-0.155890554189682
1469,2.019355535507202,-0.09812655299901962,0.3518310487270355
1469,1.8908299207687378,0.06964562088251114,-0.20784640312194824
