sec,nanosec,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1237,600064545,-0.001160728046670556,-0.0013066951651126146,0.0,0.0,0.0,0.00023586017778143287
1237,633397880,-0.0011548862094059587,-0.0012621973874047399,0.0,0.0,0.0,0.00023816760221961886
1237,666731216,-0.0011525140143930912,-0.0011079506948590279,0.0,0.0,0.0,-0.00017914384079631418
1237,700064551,-0.0011587187182158232,-0.0011372913140803576,0.0,0.0,0.0,-0.00037183405947871506
1237,733397886,-0.0011494177160784602,-0.0012206307146698236,0.0,0.0,0.0,0.0001391646801494062
1237,766731221,-0.001158556086011231,-0.00122274667955935,0.0,0.0,0.0,0.0003174370212946087
1237,800064556,-0.0003737646038644016,-0.00015139418246690184,0.0,0.0,0.0,0.009546125307679176
1237,833397891,-0.0010485704988241196,-0.0033349450677633286,0.0,0.0,0.0,-0.0002251519908895716
1237,866731226,-0.0011548238107934594,-0.0012195657473057508,0.0,0.0,0.0,0.00021304225083440542
1237,900064561,-0.0011495300568640232,-0.0011913444614037871,0.0,0.0,0.0,-1.0555609151197132e-05
1237,933397896,-0.0012317628134042025,-0.0015435563400387764,0.0,0.0,0.0,0.002958582481369376
1237,966731231,-0.001147054834291339,-0.0012570993276312947,0.0,0.0,0.0,-0.0002134613459929824
1238,64566,-0.0011427428107708693,-0.0011572471121326089,0.0,0.0,0.0,-0.00010407458466943353
1238,33397901,-0.0011515396181493998,-0.0011270055547356606,0.0,0.0,0.0,-0.00011037463991669938
1238,66731236,-0.0011481912806630135,-0.0011564802844077349,0.0,0.0,0.0,-0.0004487153491936624
1238,100064571,-0.0011571322102099657,-0.0011798841878771782,0.0,0.0,0.0,2.2704560251440853e-05
1238,133397907,-0.0011461707763373852,-0.0011638705618679523,0.0,0.0,0.0,-0.00023058555962052196
1238,166731242,-0.00036302939406596124,-0.0001268103369511664,0.0,0.0,0.0,0.0092665059491992
1238,166731242,-0.0010463455691933632,-0.003317910712212324,0.0,0.0,0.0,-0.00021390951587818563
1238,200064577,-0.0010463455691933632,-0.003317910712212324,0.0,0.0,0.0,-0.00021390951587818563
1238,233397912,-0.0011590153444558382,-0.0013047147076576948,0.0,0.0,0.0,0.0009565343498252332
1238,266731247,-0.001151776174083352,-0.0012064836919307709,0.0,0.0,0.0,0.00014307703531812876
1238,300064582,-0.001225812011398375,-0.0015280024381354451,0.0,0.0,0.0,0.002867035800591111
1238,333397917,-0.0011488785967230797,-0.001311078667640686,0.0,0.0,0.0,1.7065518477465957e-05
1238,366731252,-0.001146772294305265,-0.0011631749803200364,0.0,0.0,0.0,-7.275568350451067e-05
1238,400064587,-0.0011543650180101395,-0.0011338458862155676,0.0,0.0,0.0,1.729954601614736e-05
1238,433397922,-0.0011435498017817736,-0.0011622809106484056,0.0,0.0,0.0,-0.00047015788732096553
1238,466731257,-0.0011540490668267012,-0.001230659894645214,0.0,0.0,0.0,0.0001817594311432913
1238,500064592,-0.0011548384791240096,-0.0011546455789357424,0.0,0.0,0.0,-8.050581527641043e-06
1238,533397927,-0.0011392311425879598,-0.0011363947996869683,0.0,0.0,0.0,-0.0005282489000819623
1238,566731262,-0.0010956035694107413,-0.0012218902120366693,0.0,0.0,0.0,0.0008914052159525454
1238,600064598,-0.0010964588727802038,-0.0009153868886642158,0.0,0.0,0.0,-0.0025870853569358587
1238,633397933,0.1696883589029312,-0.038739338517189026,0.0,0.0,0.0,0.035887040197849274
1238,666731268,0.3768872022628784,0.004199075512588024,0.0,0.0,0.0,0.04793374612927437
1238,700064603,0.5230336785316467,0.022762857377529144,0.0,0.0,0.0,0.008980823680758476
1238,733397938,0.6334161162376404,-0.0006065741181373596,0.0,0.0,0.0,-0.04659845307469368
1238,766731273,0.7947686314582825,-0.032317303121089935,0.0,0.0,0.0,-0.0038974210619926453
1238,800064608,0.9812831282615662,-0.05228368937969208,0.0,0.0,0.0,0.09304358810186386
1238,833397943,1.162121057510376,-0.021372361108660698,0.0,0.0,0.0,0.20792655646800995
1238,866731278,1.3158390522003174,0.03308837115764618,0.0,0.0,0.0,0.23440568149089813
1238,900064613,1.4529075622558594,0.05316070467233658,0.0,0.0,0.0,0.07919353991746902
1238,933397948,1.5946621894836426,0.013941027224063873,0.0,0.0,0.0,-0.0685572624206543
1238,966731283,1.7271126508712769,-0.04730550944805145,0.0,0.0,0.0,0.14033786952495575
1239,64618,1.832186222076416,-0.07305564731359482,0.0,0.0,0.0,-0.07060487568378448
1239,33397953,1.9089893102645874,0.011862123385071754,0.0,0.0,0.0,0.06281647831201553
1239,66731289,1.971082091331482,0.09039586782455444,0.0,0.0,0.0,0.07257936149835587
1239,100064624,1.9976898431777954,0.08135073632001877,0.0,0.0,0.0,-0.02119443193078041
1239,133397959,1.9822100400924683,-0.031518757343292236,0.0,0.0,0.0,0.03367341309785843
1239,166731294,1.9326419830322266,-0.11236469447612762,0.0,0.0,0.0,-0.08667193353176117
1239,200064629,1.9483848810195923,-0.08904765546321869,0.0,0.0,0.0,0.09757430851459503
1239,233397964,1.9217867851257324,0.03528011962771416,0.0,0.0,0.0,0.07600861042737961
1239,266731299,1.9981281757354736,0.11520066857337952,0.0,0.0,0.0,0.034389957785606384
1239,300064634,2.011728286743164,0.04795871302485466,0.0,0.0,0.0,-0.0031371675431728363
1239,333397969,1.9653736352920532,-0.06861904263496399,0.0,0.0,0.0,-0.03328317776322365
1239,366731304,1.9376468658447266,-0.11848079413175583,0.0,0.0,0.0,0.004279701970517635
1239,400064639,1.9201217889785767,-0.04213946312665939,0.0,0.0,0.0,0.026138057932257652
1239,433397974,1.9393569231033325,0.09113290905952454,0.0,0.0,0.0,0.03341460973024368
1239,466731309,1.9977905750274658,0.09324514865875244,0.0,0.0,0.0,-0.025906281545758247
1239,500064644,2.0123519897460938,0.015310173854231834,0.0,0.0,0.0,-0.059589728713035583
1239,533397980,1.9568737745285034,-0.09893683344125748,0.0,0.0,0.0,-0.10016067326068878
1239,566731315,1.9465237855911255,-0.10007058084011078,0.0,0.0,0.0,-0.012135650031268597
1239,600064650,1.9253289699554443,0.019351016730070114,0.0,0.0,0.0,0.09792399406433105
1239,633397985,1.9650365114212036,0.11699453741312027,0.0,0.0,0.0,0.01609516330063343
1239,666731320,2.0115668773651123,0.07623210549354553,0.0,0.0,0.0,-0.029519634321331978
1239,700064655,1.995227575302124,-0.016311222687363625,0.0,0.0,0.0,0.006399746984243393
1239,733397990,1.9366048574447632,-0.09830717742443085,0.0,0.0,0.0,-0.14714790880680084
1239,766731325,1.9325408935546875,-0.06310656666755676,0.0,0.0,0.0,-0.060829196125268936
1239,800064660,1.7794638872146606,0.022346463054418564,0.0,0.0,0.0,-0.042790722101926804
1239,833397995,1.8271404504776,0.05411303788423538,0.0,0.0,0.0,-0.043829403817653656
1239,866731330,1.8801825046539307,0.07642259448766708,0.0,0.0,0.0,0.07001511752605438
1239,900064665,1.9743596315383911,-0.04626645892858505,0.0,0.0,0.0,-0.14619959890842438
1239,933398000,1.8856359720230103,-0.15879429876804352,0.0,0.0,0.0,-0.025714050978422165
1239,966731335,1.9683059453964233,-0.08037038892507553,0.0,0.0,0.0,0.302364319562912
1240,64671,1.9226229190826416,-0.16620108485221863,0.0,0.0,0.0,0.32408443093299866
1240,33398006,1.9017571210861206,-0.04854234308004379,0.0,0.0,0.0,0.3840482234954834
1240,66731341,1.8937959671020508,-0.02962038666009903,0.0,0.0,0.0,0.21152469515800476
1240,100064676,1.8687983751296997,-0.13926026225090027,0.0,0.0,0.0,0.18168878555297852
1240,133398011,1.933666467666626,-0.05506928637623787,0.0,0.0,0.0,0.19201844930648804
1240,166731346,1.9286476373672485,0.038923479616642,0.0,0.0,0.0,0.21668674051761627
1240,200064681,1.9761053323745728,0.11937966197729111,0.0,0.0,0.0,-0.041805438697338104
1240,233398016,2.0678837299346924,0.13193750381469727,0.0,0.0,0.0,0.08842983096837997
1240,266731351,2.0763041973114014,0.0560193806886673,0.0,0.0,0.0,0.23593538999557495
1240,300064686,2.050889492034912,-0.025601856410503387,0.0,0.0,0.0,-0.07449064403772354
1240,333398021,1.9796111583709717,-0.010173847898840904,0.0,0.0,0.0,-0.12642668187618256
1240,366731356,1.9696310758590698,0.12957078218460083,0.0,0.0,0.0,-0.37363219261169434
1240,400064691,2.0468978881835938,0.14860603213310242,0.0,0.0,0.0,-0.4710329473018646
1240,433398026,1.9719688892364502,-0.04740109294652939,0.0,0.0,0.0,-0.4891456067562103
1240,466731362,2.0077929496765137,0.013551679439842701,0.0,0.0,0.0,-0.2499147653579712
1240,500064697,1.9999275207519531,-0.15818199515342712,0.0,0.0,0.0,-0.20063896477222443
1240,533398032,2.0877039432525635,-0.12691542506217957,0.0,0.0,0.0,-0.340564489364624
1240,566731367,2.04950213432312,-0.004873884376138449,0.0,0.0,0.0,0.5705636143684387
1240,600064702,2.0366575717926025,0.04521743580698967,0.0,0.0,0.0,0.2910974323749542
1240,633398037,2.0501515865325928,0.04173843190073967,0.0,0.0,0.0,0.017075611278414726
1240,666731372,1.9682351350784302,-0.19762027263641357,0.0,0.0,0.0,0.22550207376480103
1240,700064707,1.9355366230010986,-0.056800272315740585,0.0,0.0,0.0,-0.22658954560756683
1240,733398042,1.8925564289093018,0.10050976276397705,0.0,0.0,0.0,-0.06621302664279938
1240,766731377,1.9928878545761108,0.08359412103891373,0.0,0.0,0.0,-0.11540243774652481
1240,800064712,2.0303916931152344,0.07519872486591339,0.0,0.0,0.0,0.05247016251087189
1240,833398047,1.9348012208938599,-0.03416300192475319,0.0,0.0,0.0,-0.056308258324861526
1240,866731382,1.8635467290878296,-0.09361582249403,0.0,0.0,0.0,-0.042534396052360535
1240,900064717,1.8804900646209717,-0.07868476957082748,0.0,0.0,0.0,0.015399206429719925
1240,933398053,1.913912057876587,0.03957124054431915,0.0,0.0,0.0,0.15373671054840088
1240,966731388,1.9113056659698486,0.10748888552188873,0.0,0.0,0.0,-0.06758877635002136
1241,64723,1.9259876012802124,0.023795869201421738,0.0,0.0,0.0,0.11010860651731491
1241,33398058,1.8673690557479858,-0.1052522137761116,0.0,0.0,0.0,0.15188416838645935
1241,66731393,1.9354472160339355,-0.07651417702436447,0.0,0.0,0.0,0.12432486563920975
1241,100064728,1.9191066026687622,-0.007288816384971142,0.0,0.0,0.0,0.0300890002399683
1241,133398063,1.9281097650527954,0.06753595918416977,0.0,0.0,0.0,-0.057684656232595444
1241,166731398,1.9979139566421509,0.08670885115861893,0.0,0.0,0.0,-0.10584177076816559
1241,200064733,1.9780093431472778,-0.0010128063149750233,0.0,0.0,0.0,-0.02404690533876419
1241,233398068,1.9379419088363647,-0.10481860488653183,0.0,0.0,0.0,0.07583021372556686
1241,266731403,1.9598783254623413,-0.08821585029363632,0.0,0.0,0.0,0.09678811579942703
1241,300064738,1.9670153856277466,-0.009234936907887459,0.0,0.0,0.0,0.12302213907241821
1241,333398073,1.9944108724594116,0.1075684204697609,0.0,0.0,0.0,0.08814774453639984
1241,366731408,2.010230541229248,0.07123669981956482,0.0,0.0,0.0,-0.10299074649810791
1241,400064744,2.0164084434509277,0.001304966863244772,0.0,0.0,0.0,-0.32619401812553406
1241,433398079,1.9444141387939453,-0.10466286540031433,0.0,0.0,0.0,0.024639153853058815
1241,466731414,1.9050147533416748,-0.04424788057804108,0.0,0.0,0.0,-0.06295492500066757
1241,500064749,1.8851202726364136,0.04852048307657242,0.0,0.0,0.0,-0.07808524370193481
1241,500064749,1.9325746297836304,0.03759496286511421,0.0,0.0,0.0,-0.38341209292411804
1241,533398084,1.9325746297836304,0.03759496286511421,0.0,0.0,0.0,-0.38341209292411804
1241,566731419,1.869747519493103,-0.09241967648267746,0.0,0.0,0.0,-0.5636692643165588
1241,600064754,1.8089286088943481,-0.22047770023345947,0.0,0.0,0.0,-0.9432801604270935
1241,633398089,1.8122557401657104,-0.25059935450553894,0.0,0.0,0.0,-0.4493559002876282
1241,666731424,1.884629249572754,-0.01162264309823513,0.0,0.0,0.0,-0.12731219828128815
1241,700064759,1.9978954792022705,0.014611450955271721,0.0,0.0,0.0,0.32856354117393494
1241,733398094,2.0051703453063965,0.09364303946495056,0.0,0.0,0.0,-0.11491908133029938
1241,766731429,2.0259594917297363,0.02427046000957489,0.0,0.0,0.0,-0.21533392369747162
1241,800064764,1.957155704498291,-0.05199092626571655,0.0,0.0,0.0,0.05441081523895264
1241,833398099,1.957373857498169,-0.11435996741056442,0.0,0.0,0.0,-0.04923044145107269
1241,866731435,1.9417314529418945,0.0002469505416229367,0.0,0.0,0.0,-0.0819830521941185
1241,900064770,1.976222038269043,0.07711942493915558,0.0,0.0,0.0,-0.0935104489326477
1241,933398105,1.9891928434371948,0.08437451720237732,0.0,0.0,0.0,0.022620273754000664
1241,966731440,1.9828567504882812,-0.00784072931855917,0.0,0.0,0.0,0.10970614850521088
1242,64775,1.980347990989685,-0.1050599217414856,0.0,0.0,0.0,-0.031504709273576736
1242,33398110,1.9557034969329834,-0.20940786600112915,0.0,0.0,0.0,-0.8580504059791565
1242,66731445,1.906738042831421,-0.20732222497463226,0.0,0.0,0.0,-1.431154727935791
1242,100064780,1.7806710004806519,-0.2970341444015503,0.0,0.0,0.0,-2.2461252212524414
1242,133398115,1.8124374151229858,-0.2605746388435364,0.0,0.0,0.0,-1.6867917776107788
1242,166731450,1.9172582626342773,-0.047281861305236816,0.0,0.0,0.0,-0.6089721918106079
1242,200064785,1.936541199684143,-0.032061994075775146,0.0,0.0,0.0,0.15154564380645752
1242,233398120,2.0044779777526855,-0.09384802728891373,0.0,0.0,0.0,-0.17335425317287445
1242,266731455,1.9946461915969849,0.044256795197725296,0.0,0.0,0.0,-0.23122456669807434
1242,300064790,2.0082192420959473,0.08833786100149155,0.0,0.0,0.0,-0.09827485680580139
1242,333398126,1.996268391609192,0.03766423463821411,0.0,0.0,0.0,0.18288709223270416
1242,366731461,1.9411240816116333,-0.04573605954647064,0.0,0.0,0.0,0.14213304221630096
1242,400064796,1.9731042385101318,-0.08543024957180023,0.0,0.0,0.0,0.11496841162443161
1242,433398131,1.9491100311279297,-0.06156814098358154,0.0,0.0,0.0,-0.6033225655555725
1242,466731466,1.9339616298675537,-0.12273353338241577,0.0,0.0,0.0,-1.0720123052597046
1242,500064801,1.784198522567749,-0.2631320655345917,0.0,0.0,0.0,-2.048457384109497
1242,533398136,1.7443912029266357,-0.3417678475379944,0.0,0.0,0.0,-1.9047565460205078
1242,566731471,1.7100647687911987,-0.43363773822784424,0.0,0.0,0.0,-2.5255465507507324
1242,600064806,1.7610739469528198,-0.52252596616745,0.0,0.0,0.0,-3.107767105102539
1242,633398141,1.7882602214813232,-0.4435020089149475,0.0,0.0,0.0,-2.451958656311035
1242,666731476,1.8214097023010254,-0.1235150545835495,0.0,0.0,0.0,-0.7856719493865967
1242,700064811,1.962486982345581,-0.0001553665497340262,0.0,0.0,0.0,-0.7112386226654053
1242,733398146,1.879742980003357,-0.07316171377897263,0.0,0.0,0.0,-1.147587776184082
1242,766731481,1.8090442419052124,-0.3354715406894684,0.0,0.0,0.0,-1.5041570663452148
1242,800064817,1.708669662475586,-0.4649908244609833,0.0,0.0,0.0,-2.334538698196411
1242,833398152,1.7171727418899536,-0.446845680475235,0.0,0.0,0.0,-2.4838454723358154
1242,866731487,1.760311484336853,-0.3333962857723236,0.0,0.0,0.0,-2.551333427429199
1242,900064822,1.6839054822921753,-0.38359755277633667,0.0,0.0,0.0,-2.5347065925598145
1242,933398157,1.665931224822998,-0.4062967300415039,0.0,0.0,0.0,-1.4395134449005127
1242,966731492,1.752724528312683,-0.0737672969698906,0.0,0.0,0.0,-0.5751481652259827
1243,64827,1.963973045349121,-0.12415999919176102,0.0,0.0,0.0,-0.4330679774284363
1243,33398162,2.001654624938965,0.012655257247388363,0.0,0.0,0.0,0.05003799498081207
1243,66731497,1.9983859062194824,0.09902758151292801,0.0,0.0,0.0,-0.061182476580142975
1243,100064832,1.9281569719314575,-0.05679342523217201,0.0,0.0,0.0,-0.08994702249765396
1243,133398167,1.9225265979766846,-0.06656836718320847,0.0,0.0,0.0,0.20111560821533203
1243,166731502,1.9711390733718872,-0.05845297873020172,0.0,0.0,0.0,0.09130178391933441
1243,200064837,2.011392831802368,-0.027334090322256088,0.0,0.0,0.0,-0.044713344424963
1243,233398173,2.011348009109497,0.08633723109960556,0.0,0.0,0.0,-0.2422497570514679
1243,266731508,2.0227274894714355,0.03246741741895676,0.0,0.0,0.0,-0.08819632232189178
1243,300064843,1.9756438732147217,-0.05079229548573494,0.0,0.0,0.0,0.10557254403829575
1243,333398178,1.9402685165405273,-0.08592788130044937,0.0,0.0,0.0,0.19796723127365112
1243,366731513,1.9887465238571167,-0.05182192102074623,0.0,0.0,0.0,-0.03894694522023201
1243,400064848,1.9429678916931152,0.10198117047548294,0.0,0.0,0.0,0.013835454359650612
1243,433398183,1.953751564025879,0.21127057075500488,0.0,0.0,0.0,0.6366453766822815
1243,466731518,1.9650554656982422,0.2122013419866562,0.0,0.0,0.0,1.2819020748138428
1243,500064853,1.839582085609436,0.2659367024898529,0.0,0.0,0.0,1.9948532581329346
1243,533398188,1.7067757844924927,0.38104701042175293,0.0,0.0,0.0,2.6135222911834717
1243,566731523,1.6954206228256226,0.36563631892204285,0.0,0.0,0.0,2.7814626693725586
1243,600064858,1.8118740320205688,0.33094099164009094,0.0,0.0,0.0,1.691377878189087
1243,633398193,1.8747375011444092,0.12740512192249298,0.0,0.0,0.0,0.1598166525363922
1243,666731528,1.8939311504364014,-0.05131104588508606,0.0,0.0,0.0,0.1532956063747406
1243,700064864,2.0115582942962646,-0.0562395304441452,0.0,0.0,0.0,0.10750483721494675
1243,733398199,2.0025479793548584,-0.05674923211336136,0.0,0.0,0.0,0.18987680971622467
1243,766731534,2.004608392715454,0.030437111854553223,0.0,0.0,0.0,-0.19279001653194427
1243,800064869,1.9867067337036133,0.028676271438598633,0.0,0.0,0.0,-0.340279757976532
1243,833398204,2.031890392303467,0.008426593616604805,0.0,0.0,0.0,-0.11727716028690338
1243,866731539,1.991697907447815,0.012290997430682182,0.0,0.0,0.0,0.5053948163986206
1243,900064874,1.9257044792175293,0.09710834920406342,0.0,0.0,0.0,1.067068338394165
1243,933398209,1.7400124073028564,0.31357792019844055,0.0,0.0,0.0,2.0753390789031982
1243,966731544,1.746570348739624,0.3753235340118408,0.0,0.0,0.0,2.1848461627960205
1244,64879,1.9009649753570557,0.3322588801383972,0.0,0.0,0.0,1.7445793151855469
1244,33398214,1.932981014251709,0.2154504358768463,0.0,0.0,0.0,-0.2045469433069229
1244,66731549,1.941394567489624,-0.0771232545375824,0.0,0.0,0.0,0.08454541862010956
1244,100064884,1.9577922821044922,-0.10481530427932739,0.0,0.0,0.0,0.3744106590747833
1244,133398219,1.9163249731063843,0.030041104182600975,0.0,0.0,0.0,-0.10383331775665283
1244,166731555,1.9938033819198608,0.030376393347978592,0.0,0.0,0.0,-0.40547576546669006
1244,200064890,2.0369088649749756,0.03168254718184471,0.0,0.0,0.0,-0.2798004150390625
1244,233398225,2.007882833480835,-0.00582098588347435,0.0,0.0,0.0,0.18900556862354279
1244,266731560,1.9532105922698975,-0.04355068504810333,0.0,0.0,0.0,0.34119853377342224
1244,300064895,1.7550615072250366,0.13816097378730774,0.0,0.0,0.0,2.700427293777466
1244,333398230,1.7196096181869507,0.17135652899742126,0.0,0.0,0.0,3.1239418983459473
1244,366731565,1.8254823684692383,0.14124730229377747,0.0,0.0,0.0,2.119793176651001
1244,400064900,1.8942381143569946,0.3191283047199249,0.0,0.0,0.0,2.9457948207855225
1244,433398235,1.837026834487915,0.17818699777126312,0.0,0.0,0.0,3.301833391189575
1244,466731570,1.7095539569854736,0.2906094491481781,0.0,0.0,0.0,3.780707359313965
1244,500064905,1.6486163139343262,0.2911824882030487,0.0,0.0,0.0,2.700044870376587
1244,533398240,1.7519421577453613,0.27760544419288635,0.0,0.0,0.0,1.9660892486572266
1244,566731575,1.893409013748169,0.33089324831962585,0.0,0.0,0.0,1.2637301683425903
1244,600064910,1.8455936908721924,0.21612393856048584,0.0,0.0,0.0,0.7875465154647827
1244,633398246,1.870247483253479,-0.06775979697704315,0.0,0.0,0.0,-0.05623040720820427
1244,666731581,1.9095827341079712,-0.20394748449325562,0.0,0.0,0.0,-0.11009123176336288
1244,700064916,1.8993256092071533,-0.038434676826000214,0.0,0.0,0.0,-0.09144004434347153
1244,733398251,2.0073976516723633,0.0885705053806305,0.0,0.0,0.0,-0.08143139630556107
1244,766731586,1.9830474853515625,0.011703847907483578,0.0,0.0,0.0,-0.2961912453174591
1244,800064921,1.9716072082519531,-0.009645309299230576,0.0,0.0,0.0,0.04606474190950394
1244,833398256,1.9247288703918457,-0.1049518957734108,0.0,0.0,0.0,0.10595223307609558
1244,833398256,1.9408637285232544,-0.057818468660116196,0.0,0.0,0.0,0.038203638046979904
1244,866731591,1.9408637285232544,-0.057818468660116196,0.0,0.0,0.0,0.038203638046979904
1244,900064926,1.9600327014923096,0.06112894415855408,0.0,0.0,0.0,-0.1182347759604454
1244,933398261,2.010223627090454,0.07259225845336914,0.0,0.0,0.0,-0.1926528811454773
1244,966731596,2.012632369995117,0.007510082796216011,0.0,0.0,0.0,-0.5019633769989014
1245,64931,1.8486799001693726,-0.22538506984710693,0.0,0.0,0.0,-0.783271849155426
1245,33398266,1.633442997932434,-0.43882206082344055,0.0,0.0,0.0,-1.7923035621643066
1245,66731601,1.7566399574279785,-0.40502041578292847,0.0,0.0,0.0,-1.99979567527771
1245,100064937,1.8845000267028809,-0.2874208092689514,0.0,0.0,0.0,-2.138556957244873
1245,133398272,1.8397390842437744,-0.20402885973453522,0.0,0.0,0.0,-1.3297126293182373
1245,166731607,1.9737980365753174,0.003956969827413559,0.0,0.0,0.0,-0.11753782629966736
1245,200064942,1.9302688837051392,-0.08451423794031143,0.0,0.0,0.0,0.12166179716587067
1245,233398277,1.9372469186782837,-0.0760682001709938,0.0,0.0,0.0,0.16847623884677887
1245,266731612,1.9091933965682983,0.057341352105140686,0.0,0.0,0.0,0.11136872321367264
1245,300064947,2.0045664310455322,0.053721506148576736,0.0,0.0,0.0,-0.08073601126670837
1245,333398282,2.0293631553649902,0.032340992242097855,0.0,0.0,0.0,-0.2578403651714325
1245,366731617,1.9936628341674805,-0.04593777284026146,0.0,0.0,0.0,0.006118203513324261
1245,400064952,1.9250158071517944,-0.07972759008407593,0.0,0.0,0.0,0.1785978227853775
1245,433398287,1.9014192819595337,-0.10033679753541946,0.0,0.0,0.0,-0.48003634810447693
1245,466731622,1.9467113018035889,-0.2441270351409912,0.0,0.0,0.0,-0.2965163290500641
1245,500064957,1.9950153827667236,-0.11864597350358963,0.0,0.0,0.0,-1.2653753757476807
1245,533398292,1.768691897392273,-0.42416253685951233,0.0,0.0,0.0,-2.5653929710388184
1245,566731628,1.6964472532272339,-0.3970453143119812,0.0,0.0,0.0,-3.245845317840576
1245,600064963,1.847930908203125,-0.44700899720191956,0.0,0.0,0.0,-2.078113317489624
1245,633398298,1.7848299741744995,-0.21218013763427734,0.0,0.0,0.0,-0.8276193737983704
1245,666731633,1.8954272270202637,0.09416757524013519,0.0,0.0,0.0,-0.15318208932876587
1245,700064968,1.976439356803894,0.0941380113363266,0.0,0.0,0.0,0.04770500212907791
1245,733398303,1.9260226488113403,-0.09748835116624832,0.0,0.0,0.0,-0.3934401869773865
1245,766731638,1.954864740371704,-0.1221696212887764,0.0,0.0,0.0,-0.06422066688537598
1245,800064973,1.9328880310058594,-0.05747637525200844,0.0,0.0,0.0,0.16332469880580902
1245,833398308,1.894849419593811,0.07311112433671951,0.0,0.0,0.0,0.119644396007061
1245,866731643,1.9715943336486816,0.08947228640317917,0.0,0.0,0.0,0.06983531266450882
1245,900064978,1.9621063470840454,0.041561856865882874,0.0,0.0,0.0,-0.14841605722904205
1245,933398313,1.9117642641067505,-0.07999370247125626,0.0,0.0,0.0,-0.07129975408315659
1245,966731648,1.9678195714950562,-0.12593919038772583,0.0,0.0,0.0,0.1039869412779808
1246,64983,1.929876685142517,-0.024603568017482758,0.0,0.0,0.0,0.1696733832359314
1246,33398319,1.9012460708618164,0.1032015010714531,0.0,0.0,0.0,0.10402079671621323
1246,66731654,1.9932273626327515,0.09720996022224426,0.0,0.0,0.0,-0.15268099308013916
1246,100064989,1.9231162071228027,0.005827812477946281,0.0,0.0,0.0,-0.1330506056547165
1246,133398324,1.9217298030853271,-0.11612396687269211,0.0,0.0,0.0,-0.054429322481155396
1246,166731659,1.9559613466262817,-0.10353919118642807,0.0,0.0,0.0,0.09430932253599167
1246,200064994,1.881727695465088,0.026470929384231567,0.0,0.0,0.0,0.14316326379776
1246,233398329,1.9204572439193726,0.12418703734874725,0.0,0.0,0.0,0.02154942974448204
1246,266731664,2.001837730407715,0.08306636661291122,0.0,0.0,0.0,-0.1832878440618515
1246,300064999,1.9099724292755127,-0.04498014599084854,0.0,0.0,0.0,-0.10169409215450287
1246,333398334,1.9528415203094482,-0.09940794110298157,0.0,0.0,0.0,-0.19096192717552185
1246,366731669,1.91156804561615,-0.06232508644461632,0.0,0.0,0.0,-0.01709807850420475
1246,400065004,1.8780075311660767,0.08027975261211395,0.0,0.0,0.0,0.1187492236495018
1246,433398339,1.963463544845581,0.0846419483423233,0.0,0.0,0.0,0.07980953902006149
1246,466731674,1.952309489250183,0.04179363325238228,0.0,0.0,0.0,-0.10620763897895813
1246,500065010,1.9162589311599731,-0.08686059713363647,0.0,0.0,0.0,-0.0917530283331871
1246,533398345,1.9692233800888062,-0.12027450650930405,0.0,0.0,0.0,0.07873858511447906
1246,566731680,1.9300367832183838,-0.04305277764797211,0.0,0.0,0.0,0.02972002699971199
1246,600065015,1.9008018970489502,0.1007615476846695,0.0,0.0,0.0,0.08400073647499084
